location_name,datetimeLocal,unit,no2,o3,pm10,pm25
Sheffield Devonshire Green - UKA00575,2012-03-20T23:06:00Z,µg/m³,15,7,16,13
Sheffield Devonshire Green - UKA00575,2012-03-20T23:07:00Z,µg/m³,18,8,16,14
Sheffield Devonshire Green - UKA00575,2012-03-20T23:08:00Z,µg/m³,20,9,16,14
Sheffield Devonshire Green - UKA00575,2012-03-20T23:09:00Z,µg/m³,22,10,17,14
Sheffield Devonshire Green - UKA00575,2012-03-20T23:10:00Z,µg/m³,20,11,16,14
Sheffield Devonshire Green - UKA00575,2012-03-20T23:11:00Z,µg/m³,12,14,16,14
Sheffield Devonshire Green - UKA00575,2012-03-20T23:12:00Z,µg/m³,14,16,16,14
Sheffield Devonshire Green - UKA00575,2012-03-20T23:13:00Z,µg/m³,15,18,16,14
Sheffield Devonshire Green - UKA00575,2012-04-20T23:02:00Z,µg/m³,20,4,13,11
Sheffield Devonshire Green - UKA00575,2012-04-20T23:03:00Z,µg/m³,20,5,12,11
Sheffield Devonshire Green - UKA00575,2012-04-20T23:04:00Z,µg/m³,16,8,12,11
Sheffield Devonshire Green - UKA00575,2012-04-20T23:05:00Z,µg/m³,16,9,12,11
Sheffield Devonshire Green - UKA00575,2012-04-20T23:06:00Z,µg/m³,20,12,11,10
Sheffield Devonshire Green - UKA00575,2012-04-20T23:07:00Z,µg/m³,25,13,11,10
Sheffield Devonshire Green - UKA00575,2012-04-20T23:08:00Z,µg/m³,36,13,10,9
Sheffield Devonshire Green - UKA00575,2012-04-20T23:09:00Z,µg/m³,47,12,10,9
Sheffield Devonshire Green - UKA00575,2012-04-20T23:10:00Z,µg/m³,41,12,10,9
Sheffield Devonshire Green - UKA00575,2012-04-20T23:11:00Z,µg/m³,31,12,11,9
Sheffield Devonshire Green - UKA00575,2012-04-20T23:12:00Z,µg/m³,40,11,11,9
Sheffield Devonshire Green - UKA00575,2012-04-20T23:13:00Z,µg/m³,43,9,11,10
Sheffield Devonshire Green - UKA00575,2012-04-20T23:14:00Z,µg/m³,44,8,11,9
Sheffield Devonshire Green - UKA00575,2012-04-20T23:15:00Z,µg/m³,48,8,11,9
Sheffield Devonshire Green - UKA00575,2012-04-20T23:16:00Z,µg/m³,48,8,11,9
Sheffield Devonshire Green - UKA00575,2012-04-20T23:17:00Z,µg/m³,44,9,11,9
Sheffield Devonshire Green - UKA00575,2012-04-20T23:18:00Z,µg/m³,40,9,11,9
Sheffield Devonshire Green - UKA00575,2012-04-20T23:19:00Z,µg/m³,40,8,11,9
Sheffield Devonshire Green - UKA00575,2012-04-20T23:20:00Z,µg/m³,31,8,11,9
Sheffield Devonshire Green - UKA00575,2012-04-20T23:21:00Z,µg/m³,29,9,11,9
Sheffield Devonshire Green - UKA00575,2012-05-20T23:04:00Z,µg/m³,8,28,12,10
Sheffield Devonshire Green - UKA00575,2012-05-20T23:05:00Z,µg/m³,8,31,12,10
Sheffield Devonshire Green - UKA00575,2012-05-20T23:07:00Z,µg/m³,7,38,12,10
Sheffield Devonshire Green - UKA00575,2012-05-20T23:08:00Z,µg/m³,24,39,12,10
Sheffield Devonshire Green - UKA00575,2012-05-20T23:10:00Z,µg/m³,25,38,12,9
Sheffield Devonshire Green - UKA00575,2012-05-20T23:11:00Z,µg/m³,25,36,11,9
Sheffield Devonshire Green - UKA00575,2012-05-20T23:12:00Z,µg/m³,20,35,11,9
Sheffield Devonshire Green - UKA00575,2012-05-20T23:13:00Z,µg/m³,17,33,11,9
Sheffield Devonshire Green - UKA00575,2012-05-20T23:14:00Z,µg/m³,15,32,10,8
Sheffield Devonshire Green - UKA00575,2012-05-20T23:15:00Z,µg/m³,20,31,10,8
Sheffield Devonshire Green - UKA00575,2012-05-20T23:16:00Z,µg/m³,31,30,10,8
Sheffield Devonshire Green - UKA00575,2012-05-20T23:17:00Z,µg/m³,34,29,10,8
Sheffield Devonshire Green - UKA00575,2012-05-20T23:18:00Z,µg/m³,30,27,10,7
Sheffield Devonshire Green - UKA00575,2012-05-20T23:19:00Z,µg/m³,26,26,10,7
Sheffield Devonshire Green - UKA00575,2012-05-20T23:21:00Z,µg/m³,33,22,10,7
Sheffield Devonshire Green - UKA00575,2012-05-20T23:22:00Z,µg/m³,28,20,10,7
Sheffield Devonshire Green - UKA00575,2012-05-20T23:23:00Z,µg/m³,28,18,10,7
Sheffield Devonshire Green - UKA00575,2012-06-20T23:00:00Z,µg/m³,36,15,10,7
Sheffield Devonshire Green - UKA00575,2012-06-20T23:02:00Z,µg/m³,33,11,11,8
Sheffield Devonshire Green - UKA00575,2012-06-20T23:03:00Z,µg/m³,33,10,11,8
Sheffield Devonshire Green - UKA00575,2012-06-20T23:04:00Z,µg/m³,24,7,11,8
Sheffield Devonshire Green - UKA00575,2012-06-20T23:05:00Z,µg/m³,24,6,11,8
Sheffield Devonshire Green - UKA00575,2012-06-20T23:06:00Z,µg/m³,21,3,11,8
Sheffield Devonshire Green - UKA00575,2012-06-20T23:07:00Z,µg/m³,24,1,11,8
Sheffield Devonshire Green - UKA00575,2012-06-20T23:08:00Z,µg/m³,34,1,11,8
Sheffield Devonshire Green - UKA00575,2012-06-20T23:09:00Z,µg/m³,48,1,11,8
Sheffield Devonshire Green - UKA00575,2012-06-20T23:10:00Z,µg/m³,56,1,12,8
Sheffield Devonshire Green - UKA00575,2012-06-20T23:11:00Z,µg/m³,63,1,12,8
Sheffield Devonshire Green - UKA00575,2012-06-20T23:12:00Z,µg/m³,71,1,13,9
Sheffield Devonshire Green - UKA00575,2012-06-20T23:13:00Z,µg/m³,53,2,13,9
Sheffield Devonshire Green - UKA00575,2012-06-20T23:14:00Z,µg/m³,34,4,14,9
Sheffield Devonshire Green - UKA00575,2012-06-20T23:15:00Z,µg/m³,48,5,14,9
Sheffield Devonshire Green - UKA00575,2012-06-20T23:16:00Z,µg/m³,52,5,14,10
Sheffield Devonshire Green - UKA00575,2012-06-20T23:17:00Z,µg/m³,57,5,15,10
Sheffield Devonshire Green - UKA00575,2012-06-20T23:18:00Z,µg/m³,59,5,16,11
Sheffield Devonshire Green - UKA00575,2012-06-20T23:19:00Z,µg/m³,54,5,17,12
Sheffield Devonshire Green - UKA00575,2012-06-20T23:21:00Z,µg/m³,46,4,18,13
Sheffield Devonshire Green - UKA00575,2012-06-20T23:22:00Z,µg/m³,43,2,19,14
Sheffield Devonshire Green - UKA00575,2012-06-20T23:23:00Z,µg/m³,43,1,19,14
Sheffield Devonshire Green - UKA00575,2012-07-20T23:00:00Z,µg/m³,24,4,19,14
Sheffield Devonshire Green - UKA00575,2012-07-20T23:02:00Z,µg/m³,20,8,18,13
Sheffield Devonshire Green - UKA00575,2012-07-20T23:03:00Z,µg/m³,20,9,18,13
Sheffield Devonshire Green - UKA00575,2012-07-20T23:04:00Z,µg/m³,15,13,18,13
Sheffield Devonshire Green - UKA00575,2012-07-20T23:05:00Z,µg/m³,15,15,19,14
Sheffield Devonshire Green - UKA00575,2012-07-20T23:06:00Z,µg/m³,15,20,19,14
Sheffield Devonshire Green - UKA00575,2012-07-20T23:07:00Z,µg/m³,17,21,19,14
Sheffield Devonshire Green - UKA00575,2012-07-20T23:08:00Z,µg/m³,21,23,19,14
Sheffield Devonshire Green - UKA00575,2012-07-20T23:09:00Z,µg/m³,22,24,19,14
Sheffield Devonshire Green - UKA00575,2012-07-20T23:10:00Z,µg/m³,22,25,18,14
Sheffield Devonshire Green - UKA00575,2012-07-20T23:11:00Z,µg/m³,20,26,18,13
Sheffield Devonshire Green - UKA00575,2012-07-20T23:12:00Z,µg/m³,19,27,17,13
Sheffield Devonshire Green - UKA00575,2012-07-20T23:13:00Z,µg/m³,23,26,17,13
Sheffield Devonshire Green - UKA00575,2012-07-20T23:14:00Z,µg/m³,27,26,17,13
Sheffield Devonshire Green - UKA00575,2012-07-20T23:15:00Z,µg/m³,26,26,17,13
Sheffield Devonshire Green - UKA00575,2012-07-20T23:16:00Z,µg/m³,28,25,16,13
Sheffield Devonshire Green - UKA00575,2012-07-20T23:17:00Z,µg/m³,26,24,15,12
Sheffield Devonshire Green - UKA00575,2012-07-20T23:18:00Z,µg/m³,27,23,14,11
Sheffield Devonshire Green - UKA00575,2012-07-20T23:19:00Z,µg/m³,28,22,12,10
Sheffield Devonshire Green - UKA00575,2012-07-20T23:20:00Z,µg/m³,27,22,12,9
Sheffield Devonshire Green - UKA00575,2012-07-20T23:21:00Z,µg/m³,28,21,11,9
Sheffield Devonshire Green - UKA00575,2012-07-20T23:22:00Z,µg/m³,27,21,10,8
Sheffield Devonshire Green - UKA00575,2012-07-20T23:23:00Z,µg/m³,27,21,10,8
Sheffield Devonshire Green - UKA00575,2012-08-20T23:00:00Z,µg/m³,26,20,11,8
Sheffield Devonshire Green - UKA00575,2012-08-20T23:02:00Z,µg/m³,9,23,11,8
Sheffield Devonshire Green - UKA00575,2012-08-20T23:03:00Z,µg/m³,9,24,10,8
Sheffield Devonshire Green - UKA00575,2012-08-20T23:04:00Z,µg/m³,8,29,11,8
Sheffield Devonshire Green - UKA00575,2012-08-20T23:05:00Z,µg/m³,8,31,11,8
Sheffield Devonshire Green - UKA00575,2012-08-20T23:06:00Z,µg/m³,11,36,11,8
Sheffield Devonshire Green - UKA00575,2012-08-20T23:07:00Z,µg/m³,21,37,11,8
Sheffield Devonshire Green - UKA00575,2012-08-20T23:08:00Z,µg/m³,31,38,11,8
Sheffield Devonshire Green - UKA00575,2012-08-20T23:09:00Z,µg/m³,32,38,11,8
Sheffield Devonshire Green - UKA00575,2012-08-20T23:10:00Z,µg/m³,21,37,12,8
Sheffield Devonshire Green - UKA00575,2012-08-20T23:11:00Z,µg/m³,17,37,12,9
Sheffield Devonshire Green - UKA00575,2012-08-20T23:12:00Z,µg/m³,16,36,12,9
Sheffield Devonshire Green - UKA00575,2012-08-20T23:13:00Z,µg/m³,15,36,12,8
Sheffield Devonshire Green - UKA00575,2012-08-20T23:14:00Z,µg/m³,16,36,12,8
Sheffield Devonshire Green - UKA00575,2012-08-20T23:15:00Z,µg/m³,14,38,12,8
Sheffield Devonshire Green - UKA00575,2012-08-20T23:16:00Z,µg/m³,23,40,12,8
Sheffield Devonshire Green - UKA00575,2012-08-20T23:17:00Z,µg/m³,24,42,12,8
Sheffield Devonshire Green - UKA00575,2012-08-20T23:18:00Z,µg/m³,21,42,12,8
Sheffield Devonshire Green - UKA00575,2012-08-20T23:19:00Z,µg/m³,21,43,12,8
Sheffield Devonshire Green - UKA00575,2012-08-20T23:20:00Z,µg/m³,19,43,13,8
Sheffield Devonshire Green - UKA00575,2012-08-20T23:21:00Z,µg/m³,14,43,13,8
Sheffield Devonshire Green - UKA00575,2012-08-20T23:22:00Z,µg/m³,14,44,13,8
Sheffield Devonshire Green - UKA00575,2012-08-20T23:23:00Z,µg/m³,14,44,13,8
Sheffield Devonshire Green - UKA00575,2012-09-20T23:00:00Z,µg/m³,11,45,13,8
Sheffield Devonshire Green - UKA00575,2012-09-20T23:02:00Z,µg/m³,12,49,13,8
Sheffield Devonshire Green - UKA00575,2012-09-20T23:03:00Z,µg/m³,12,50,13,8
Sheffield Devonshire Green - UKA00575,2012-09-20T23:05:00Z,µg/m³,9,51,13,8
Sheffield Devonshire Green - UKA00575,2012-09-20T23:06:00Z,µg/m³,11,50,12,8
Sheffield Devonshire Green - UKA00575,2012-09-20T23:07:00Z,µg/m³,10,50,12,7
Sheffield Devonshire Green - UKA00575,2012-09-20T23:08:00Z,µg/m³,10,50,12,7
Sheffield Devonshire Green - UKA00575,2012-09-20T23:09:00Z,µg/m³,14,50,11,7
Sheffield Devonshire Green - UKA00575,2012-09-20T23:10:00Z,µg/m³,16,50,11,7
Sheffield Devonshire Green - UKA00575,2012-09-20T23:11:00Z,µg/m³,21,49,10,6
Sheffield Devonshire Green - UKA00575,2012-09-20T23:12:00Z,µg/m³,32,47,10,6
Sheffield Devonshire Green - UKA00575,2012-09-20T23:13:00Z,µg/m³,14,48,9,6
Sheffield Devonshire Green - UKA00575,2012-09-20T23:14:00Z,µg/m³,7,50,9,6
Sheffield Devonshire Green - UKA00575,2012-09-20T23:15:00Z,µg/m³,6,52,9,6
Sheffield Devonshire Green - UKA00575,2012-09-20T23:16:00Z,µg/m³,7,54,9,6
Sheffield Devonshire Green - UKA00575,2012-09-20T23:17:00Z,µg/m³,7,56,9,6
Sheffield Devonshire Green - UKA00575,2012-09-20T23:18:00Z,µg/m³,9,58,9,6
Sheffield Devonshire Green - UKA00575,2012-09-20T23:19:00Z,µg/m³,6,61,9,5
Sheffield Devonshire Green - UKA00575,2012-09-20T23:20:00Z,µg/m³,5,67,8,5
Sheffield Devonshire Green - UKA00575,2012-09-20T23:21:00Z,µg/m³,3,70,8,5
Sheffield Devonshire Green - UKA00575,2012-09-20T23:22:00Z,µg/m³,3,73,7,5
Sheffield Devonshire Green - UKA00575,2012-09-20T23:23:00Z,µg/m³,3,74,7,5
Sheffield Devonshire Green - UKA00575,2012-10-20T23:00:00Z,µg/m³,3,76,7,4
Sheffield Devonshire Green - UKA00575,2012-10-20T23:02:00Z,µg/m³,3,77,8,5
Sheffield Devonshire Green - UKA00575,2012-10-20T23:03:00Z,µg/m³,3,78,8,5
Sheffield Devonshire Green - UKA00575,2012-10-20T23:04:00Z,µg/m³,3,77,8,5
Sheffield Devonshire Green - UKA00575,2012-10-20T23:05:00Z,µg/m³,3,77,8,5
Sheffield Devonshire Green - UKA00575,2012-10-20T23:06:00Z,µg/m³,3,75,9,5
Sheffield Devonshire Green - UKA00575,2012-10-20T23:07:00Z,µg/m³,5,73,9,5
Sheffield Devonshire Green - UKA00575,2012-10-20T23:08:00Z,µg/m³,4,71,9,5
Sheffield Devonshire Green - UKA00575,2012-10-20T23:09:00Z,µg/m³,6,69,10,5
Sheffield Devonshire Green - UKA00575,2012-10-20T23:10:00Z,µg/m³,10,66,10,5
Sheffield Devonshire Green - UKA00575,2012-10-20T23:11:00Z,µg/m³,12,63,10,6
Sheffield Devonshire Green - UKA00575,2012-10-20T23:12:00Z,µg/m³,24,58,11,6
Sheffield Devonshire Green - UKA00575,2012-10-20T23:13:00Z,µg/m³,27,54,11,6
Sheffield Devonshire Green - UKA00575,2012-10-20T23:14:00Z,µg/m³,25,49,11,6
Sheffield Devonshire Green - UKA00575,2012-10-20T23:15:00Z,µg/m³,23,46,11,6
Sheffield Devonshire Green - UKA00575,2012-10-20T23:16:00Z,µg/m³,13,45,11,6
Sheffield Devonshire Green - UKA00575,2012-10-20T23:17:00Z,µg/m³,11,44,11,6
Sheffield Devonshire Green - UKA00575,2012-10-20T23:18:00Z,µg/m³,14,45,12,6
Sheffield Devonshire Green - UKA00575,2012-10-20T23:19:00Z,µg/m³,7,47,12,7
Sheffield Devonshire Green - UKA00575,2012-10-20T23:20:00Z,µg/m³,11,50,12,7
Sheffield Devonshire Green - UKA00575,2012-10-20T23:21:00Z,µg/m³,14,53,13,7
Sheffield Devonshire Green - UKA00575,2012-10-20T23:22:00Z,µg/m³,6,56,13,7
Sheffield Devonshire Green - UKA00575,2012-10-20T23:23:00Z,µg/m³,6,59,13,7
Sheffield Devonshire Green - UKA00575,2012-11-20T23:00:00Z,µg/m³,3,62,12,7
Sheffield Devonshire Green - UKA00575,2012-11-20T23:02:00Z,µg/m³,4,65,11,7
Sheffield Devonshire Green - UKA00575,2012-11-20T23:03:00Z,µg/m³,4,65,11,6
Sheffield Devonshire Green - UKA00575,2012-11-20T23:04:00Z,µg/m³,4,64,10,6
Sheffield Devonshire Green - UKA00575,2012-11-20T23:05:00Z,µg/m³,4,66,10,6
Sheffield Devonshire Green - UKA00575,2012-11-20T23:07:00Z,µg/m³,7,64,9,5
Sheffield Devonshire Green - UKA00575,2012-11-20T23:08:00Z,µg/m³,11,62,8,5
Sheffield Devonshire Green - UKA00575,2012-11-20T23:09:00Z,µg/m³,35,59,8,5
Sheffield Devonshire Green - UKA00575,2012-11-20T23:10:00Z,µg/m³,24,55,8,5
Sheffield Devonshire Green - UKA00575,2012-11-20T23:11:00Z,µg/m³,22,53,8,5
Sheffield Devonshire Green - UKA00575,2012-11-20T23:12:00Z,µg/m³,17,51,8,5
Sheffield Devonshire Green - UKA00575,2012-11-20T23:13:00Z,µg/m³,17,49,7,4
Sheffield Devonshire Green - UKA00575,2012-11-20T23:14:00Z,µg/m³,17,47,7,4
Sheffield Devonshire Green - UKA00575,2012-11-20T23:15:00Z,µg/m³,17,46,7,4
Sheffield Devonshire Green - UKA00575,2012-11-20T23:16:00Z,µg/m³,22,43,7,4
Sheffield Devonshire Green - UKA00575,2012-11-20T23:17:00Z,µg/m³,28,44,6,4
Sheffield Devonshire Green - UKA00575,2012-11-20T23:18:00Z,µg/m³,35,42,6,4
Sheffield Devonshire Green - UKA00575,2012-11-20T23:19:00Z,µg/m³,29,41,6,4
Sheffield Devonshire Green - UKA00575,2012-11-20T23:20:00Z,µg/m³,30,38,6,3
Sheffield Devonshire Green - UKA00575,2012-11-20T23:21:00Z,µg/m³,38,34,5,3
Sheffield Devonshire Green - UKA00575,2012-11-20T23:22:00Z,µg/m³,40,30,6,4
Sheffield Devonshire Green - UKA00575,2012-11-20T23:23:00Z,µg/m³,40,27,6,4
Sheffield Devonshire Green - UKA00575,2012-12-20T23:00:00Z,µg/m³,39,21,6,4
Sheffield Devonshire Green - UKA00575,2012-12-20T23:04:00Z,µg/m³,19,12,9,6
Sheffield Devonshire Green - UKA00575,2012-12-20T23:05:00Z,µg/m³,19,12,9,6
Sheffield Devonshire Green - UKA00575,2012-12-20T23:06:00Z,µg/m³,20,14,9,7
Sheffield Devonshire Green - UKA00575,2012-12-20T23:07:00Z,µg/m³,28,13,10,7
Sheffield Devonshire Green - UKA00575,2012-12-20T23:08:00Z,µg/m³,37,13,10,8
Sheffield Devonshire Green - UKA00575,2012-12-20T23:09:00Z,µg/m³,43,11,11,8
Sheffield Devonshire Green - UKA00575,2012-12-20T23:10:00Z,µg/m³,49,11,11,8
Sheffield Devonshire Green - UKA00575,2012-12-20T23:11:00Z,µg/m³,38,12,11,9
Sheffield Devonshire Green - UKA00575,2012-12-20T23:12:00Z,µg/m³,41,11,12,9
Sheffield Devonshire Green - UKA00575,2012-12-20T23:13:00Z,µg/m³,42,10,12,9
Sheffield Devonshire Green - UKA00575,2012-12-20T23:14:00Z,µg/m³,42,10,13,10
Sheffield Devonshire Green - UKA00575,2012-12-20T23:15:00Z,µg/m³,35,12,13,10
Sheffield Devonshire Green - UKA00575,2012-12-20T23:16:00Z,µg/m³,46,13,13,10
Sheffield Devonshire Green - UKA00575,2012-12-20T23:17:00Z,µg/m³,50,13,14,11
Sheffield Devonshire Green - UKA00575,2012-12-20T23:18:00Z,µg/m³,40,14,14,11
Sheffield Devonshire Green - UKA00575,2012-12-20T23:19:00Z,µg/m³,40,13,14,11
Sheffield Devonshire Green - UKA00575,2012-12-20T23:20:00Z,µg/m³,34,12,14,11
Sheffield Devonshire Green - UKA00575,2012-12-20T23:21:00Z,µg/m³,24,13,15,12
Sheffield Devonshire Green - UKA00575,2012-12-20T23:22:00Z,µg/m³,23,13,14,11
Sheffield Devonshire Green - UKA00575,2012-12-20T23:23:00Z,µg/m³,23,12,15,12
Sheffield Devonshire Green - UKA00575,NA,µg/m³,12.96713742531233,49.07748776508972,11.14646053702197,6.553837808516409
