location_name,parameter,value,unit,datetimeLocal
Sheffield Devonshire Green - UKA00575,pm10,16,µg/m³,10/15/2025 1:00
Sheffield Devonshire Green - UKA00575,pm10,17,µg/m³,10/15/2025 2:00
Sheffield Devonshire Green - UKA00575,pm10,16,µg/m³,10/15/2025 3:00
Sheffield Devonshire Green - UKA00575,pm10,16,µg/m³,10/15/2025 4:00
Sheffield Devonshire Green - UKA00575,pm10,16,µg/m³,10/15/2025 5:00
Sheffield Devonshire Green - UKA00575,pm10,16,µg/m³,10/15/2025 6:00
Sheffield Devonshire Green - UKA00575,pm10,16,µg/m³,10/15/2025 7:00
Sheffield Devonshire Green - UKA00575,pm10,16,µg/m³,10/15/2025 8:00
Sheffield Devonshire Green - UKA00575,pm10,15,µg/m³,10/15/2025 9:00
Sheffield Devonshire Green - UKA00575,pm10,15,µg/m³,10/15/2025 10:00
Sheffield Devonshire Green - UKA00575,pm10,15,µg/m³,10/15/2025 11:00
Sheffield Devonshire Green - UKA00575,pm10,14,µg/m³,10/15/2025 12:00
Sheffield Devonshire Green - UKA00575,pm10,14,µg/m³,10/15/2025 13:00
Sheffield Devonshire Green - UKA00575,pm10,14,µg/m³,10/15/2025 14:00
Sheffield Devonshire Green - UKA00575,pm10,13,µg/m³,10/15/2025 15:00
Sheffield Devonshire Green - UKA00575,pm10,13,µg/m³,10/15/2025 16:00
Sheffield Devonshire Green - UKA00575,pm10,13,µg/m³,10/15/2025 17:00
Sheffield Devonshire Green - UKA00575,pm10,13,µg/m³,10/15/2025 18:00
Sheffield Devonshire Green - UKA00575,pm10,13,µg/m³,10/15/2025 19:00
Sheffield Devonshire Green - UKA00575,pm10,13,µg/m³,10/15/2025 20:00
Sheffield Devonshire Green - UKA00575,pm10,12,µg/m³,10/15/2025 21:00
Sheffield Devonshire Green - UKA00575,pm10,12,µg/m³,10/15/2025 22:00
Sheffield Devonshire Green - UKA00575,pm10,12,µg/m³,10/15/2025 23:00
Sheffield Devonshire Green - UKA00575,pm10,12,µg/m³,10/16/2025 1:00
Sheffield Devonshire Green - UKA00575,pm10,12,µg/m³,10/16/2025 2:00
Sheffield Devonshire Green - UKA00575,pm10,12,µg/m³,10/16/2025 3:00
Sheffield Devonshire Green - UKA00575,pm10,12,µg/m³,10/16/2025 4:00
Sheffield Devonshire Green - UKA00575,pm10,12,µg/m³,10/16/2025 5:00
Sheffield Devonshire Green - UKA00575,pm10,12,µg/m³,10/16/2025 6:00
Sheffield Devonshire Green - UKA00575,pm10,12,µg/m³,10/16/2025 7:00
Sheffield Devonshire Green - UKA00575,pm10,12,µg/m³,10/16/2025 8:00
Sheffield Devonshire Green - UKA00575,pm10,12,µg/m³,10/16/2025 9:00
Sheffield Devonshire Green - UKA00575,pm10,12,µg/m³,10/16/2025 10:00
Sheffield Devonshire Green - UKA00575,pm10,12,µg/m³,10/16/2025 11:00
Sheffield Devonshire Green - UKA00575,pm10,13,µg/m³,10/16/2025 12:00
Sheffield Devonshire Green - UKA00575,pm10,13,µg/m³,10/16/2025 13:00
Sheffield Devonshire Green - UKA00575,pm10,13,µg/m³,10/16/2025 14:00
Sheffield Devonshire Green - UKA00575,pm10,13,µg/m³,10/16/2025 15:00
Sheffield Devonshire Green - UKA00575,pm10,13,µg/m³,10/16/2025 16:00
Sheffield Devonshire Green - UKA00575,pm10,13,µg/m³,10/16/2025 17:00
Sheffield Devonshire Green - UKA00575,pm10,12,µg/m³,10/16/2025 18:00
Sheffield Devonshire Green - UKA00575,pm10,12,µg/m³,10/16/2025 19:00
Sheffield Devonshire Green - UKA00575,pm10,12,µg/m³,10/16/2025 20:00
Sheffield Devonshire Green - UKA00575,pm10,12,µg/m³,10/16/2025 21:00
Sheffield Devonshire Green - UKA00575,pm10,12,µg/m³,10/16/2025 22:00
Sheffield Devonshire Green - UKA00575,pm10,12,µg/m³,10/16/2025 23:00
Sheffield Devonshire Green - UKA00575,pm10,13,µg/m³,10/17/2025 1:00
Sheffield Devonshire Green - UKA00575,pm10,14,µg/m³,10/17/2025 2:00
Sheffield Devonshire Green - UKA00575,pm10,14,µg/m³,10/17/2025 3:00
Sheffield Devonshire Green - UKA00575,pm10,15,µg/m³,10/17/2025 4:00
Sheffield Devonshire Green - UKA00575,pm10,15,µg/m³,10/17/2025 5:00
Sheffield Devonshire Green - UKA00575,pm10,16,µg/m³,10/17/2025 6:00
Sheffield Devonshire Green - UKA00575,pm10,16,µg/m³,10/17/2025 7:00
Sheffield Devonshire Green - UKA00575,pm10,17,µg/m³,10/17/2025 8:00
Sheffield Devonshire Green - UKA00575,pm10,17,µg/m³,10/17/2025 9:00
Sheffield Devonshire Green - UKA00575,pm10,18,µg/m³,10/17/2025 10:00
Sheffield Devonshire Green - UKA00575,pm10,19,µg/m³,10/17/2025 11:00
Sheffield Devonshire Green - UKA00575,pm10,19,µg/m³,10/17/2025 12:00
Sheffield Devonshire Green - UKA00575,pm10,19,µg/m³,10/17/2025 13:00
Sheffield Devonshire Green - UKA00575,pm10,20,µg/m³,10/17/2025 14:00
Sheffield Devonshire Green - UKA00575,pm10,21,µg/m³,10/17/2025 15:00
Sheffield Devonshire Green - UKA00575,pm10,22,µg/m³,10/17/2025 16:00
Sheffield Devonshire Green - UKA00575,pm10,23,µg/m³,10/17/2025 17:00
Sheffield Devonshire Green - UKA00575,pm10,24,µg/m³,10/17/2025 18:00
Sheffield Devonshire Green - UKA00575,pm10,25,µg/m³,10/17/2025 19:00
Sheffield Devonshire Green - UKA00575,pm10,25,µg/m³,10/17/2025 20:00
Sheffield Devonshire Green - UKA00575,pm10,26,µg/m³,10/17/2025 21:00
Sheffield Devonshire Green - UKA00575,pm10,27,µg/m³,10/17/2025 22:00
Sheffield Devonshire Green - UKA00575,pm10,27,µg/m³,10/17/2025 23:00
Sheffield Devonshire Green - UKA00575,pm10,28,µg/m³,10/18/2025 1:00
Sheffield Devonshire Green - UKA00575,pm10,28,µg/m³,10/18/2025 2:00
Sheffield Devonshire Green - UKA00575,pm10,29,µg/m³,10/18/2025 3:00
Sheffield Devonshire Green - UKA00575,pm10,30,µg/m³,10/18/2025 4:00
Sheffield Devonshire Green - UKA00575,pm10,30,µg/m³,10/18/2025 5:00
Sheffield Devonshire Green - UKA00575,pm10,31,µg/m³,10/18/2025 6:00
Sheffield Devonshire Green - UKA00575,pm10,31,µg/m³,10/18/2025 7:00
Sheffield Devonshire Green - UKA00575,pm10,32,µg/m³,10/18/2025 8:00
Sheffield Devonshire Green - UKA00575,pm10,32,µg/m³,10/18/2025 9:00
Sheffield Devonshire Green - UKA00575,pm10,31,µg/m³,10/18/2025 10:00
Sheffield Devonshire Green - UKA00575,pm10,31,µg/m³,10/18/2025 11:00
Sheffield Devonshire Green - UKA00575,pm10,31,µg/m³,10/18/2025 12:00
Sheffield Devonshire Green - UKA00575,pm10,30,µg/m³,10/18/2025 13:00
Sheffield Devonshire Green - UKA00575,pm10,30,µg/m³,10/18/2025 14:00
Sheffield Devonshire Green - UKA00575,pm10,29,µg/m³,10/18/2025 15:00
Sheffield Devonshire Green - UKA00575,pm10,29,µg/m³,10/18/2025 16:00
Sheffield Devonshire Green - UKA00575,pm10,28,µg/m³,10/18/2025 17:00
Sheffield Devonshire Green - UKA00575,pm10,28,µg/m³,10/18/2025 18:00
Sheffield Devonshire Green - UKA00575,pm10,27,µg/m³,10/18/2025 19:00
Sheffield Devonshire Green - UKA00575,pm10,27,µg/m³,10/18/2025 20:00
Sheffield Devonshire Green - UKA00575,pm10,26,µg/m³,10/18/2025 21:00
Sheffield Devonshire Green - UKA00575,pm10,26,µg/m³,10/18/2025 22:00
Sheffield Devonshire Green - UKA00575,pm10,25,µg/m³,10/18/2025 23:00
Sheffield Devonshire Green - UKA00575,pm10,23,µg/m³,10/19/2025 1:00
Sheffield Devonshire Green - UKA00575,pm10,22,µg/m³,10/19/2025 2:00
Sheffield Devonshire Green - UKA00575,pm10,22,µg/m³,10/19/2025 3:00
Sheffield Devonshire Green - UKA00575,pm10,21,µg/m³,10/19/2025 4:00
Sheffield Devonshire Green - UKA00575,pm10,20,µg/m³,10/19/2025 5:00
Sheffield Devonshire Green - UKA00575,pm10,19,µg/m³,10/19/2025 6:00
Sheffield Devonshire Green - UKA00575,pm10,19,µg/m³,10/19/2025 7:00
Sheffield Devonshire Green - UKA00575,pm10,18,µg/m³,10/19/2025 8:00
Sheffield Devonshire Green - UKA00575,pm10,17,µg/m³,10/19/2025 9:00
Sheffield Devonshire Green - UKA00575,pm10,17,µg/m³,10/19/2025 10:00
Sheffield Devonshire Green - UKA00575,pm10,17,µg/m³,10/19/2025 11:00
Sheffield Devonshire Green - UKA00575,pm10,17,µg/m³,10/19/2025 12:00
Sheffield Devonshire Green - UKA00575,pm10,17,µg/m³,10/19/2025 13:00
Sheffield Devonshire Green - UKA00575,pm10,16,µg/m³,10/19/2025 14:00
Sheffield Devonshire Green - UKA00575,pm10,16,µg/m³,10/19/2025 15:00
Sheffield Devonshire Green - UKA00575,pm10,16,µg/m³,10/19/2025 16:00
Sheffield Devonshire Green - UKA00575,pm10,16,µg/m³,10/19/2025 17:00
Sheffield Devonshire Green - UKA00575,pm10,15,µg/m³,10/19/2025 18:00
Sheffield Devonshire Green - UKA00575,pm10,15,µg/m³,10/19/2025 19:00
Sheffield Devonshire Green - UKA00575,pm10,14,µg/m³,10/19/2025 20:00
Sheffield Devonshire Green - UKA00575,pm10,14,µg/m³,10/19/2025 21:00
Sheffield Devonshire Green - UKA00575,pm10,13,µg/m³,10/19/2025 22:00
Sheffield Devonshire Green - UKA00575,pm10,13,µg/m³,10/19/2025 23:00
Sheffield Devonshire Green - UKA00575,pm10,12,µg/m³,10/20/2025 1:00
Sheffield Devonshire Green - UKA00575,pm10,12,µg/m³,10/20/2025 2:00
Sheffield Devonshire Green - UKA00575,pm10,11,µg/m³,10/20/2025 3:00
Sheffield Devonshire Green - UKA00575,pm10,11,µg/m³,10/20/2025 4:00
Sheffield Devonshire Green - UKA00575,pm10,11,µg/m³,10/20/2025 5:00
Sheffield Devonshire Green - UKA00575,pm10,10,µg/m³,10/20/2025 6:00
Sheffield Devonshire Green - UKA00575,pm10,10,µg/m³,10/20/2025 7:00
Sheffield Devonshire Green - UKA00575,pm10,9,µg/m³,10/20/2025 12:00
Sheffield Devonshire Green - UKA00575,pm10,9,µg/m³,10/20/2025 13:00
Sheffield Devonshire Green - UKA00575,pm10,8,µg/m³,10/20/2025 14:00
Sheffield Devonshire Green - UKA00575,pm10,8,µg/m³,10/20/2025 15:00
Sheffield Devonshire Green - UKA00575,pm10,8,µg/m³,10/20/2025 16:00
Sheffield Devonshire Green - UKA00575,pm10,7,µg/m³,10/20/2025 19:00
Sheffield Devonshire Green - UKA00575,pm10,7,µg/m³,10/20/2025 20:00
Sheffield Devonshire Green - UKA00575,pm10,7,µg/m³,10/20/2025 21:00
Sheffield Devonshire Green - UKA00575,pm10,8,µg/m³,10/20/2025 22:00
Sheffield Devonshire Green - UKA00575,pm10,9,µg/m³,10/20/2025 23:00
Sheffield Devonshire Green - UKA00575,pm10,10,µg/m³,10/21/2025 1:00
Sheffield Devonshire Green - UKA00575,pm10,10,µg/m³,10/21/2025 2:00
Sheffield Devonshire Green - UKA00575,pm10,10,µg/m³,10/21/2025 3:00
Sheffield Devonshire Green - UKA00575,pm10,10,µg/m³,10/21/2025 4:00
Sheffield Devonshire Green - UKA00575,pm10,9,µg/m³,10/21/2025 5:00
Sheffield Devonshire Green - UKA00575,pm10,9,µg/m³,10/21/2025 6:00
Sheffield Devonshire Green - UKA00575,pm10,9,µg/m³,10/21/2025 7:00
Sheffield Devonshire Green - UKA00575,pm10,9,µg/m³,10/21/2025 8:00
Sheffield Devonshire Green - UKA00575,pm10,9,µg/m³,10/21/2025 9:00
Sheffield Devonshire Green - UKA00575,pm10,9,µg/m³,10/21/2025 10:00
Sheffield Devonshire Green - UKA00575,pm10,9,µg/m³,10/21/2025 11:00
Sheffield Devonshire Green - UKA00575,pm10,9,µg/m³,10/21/2025 12:00
Sheffield Devonshire Green - UKA00575,pm10,8,µg/m³,10/21/2025 13:00
Sheffield Devonshire Green - UKA00575,pm10,9,µg/m³,10/21/2025 14:00
Sheffield Devonshire Green - UKA00575,pm10,8,µg/m³,10/21/2025 15:00
Sheffield Devonshire Green - UKA00575,pm10,8,µg/m³,10/21/2025 16:00
Sheffield Devonshire Green - UKA00575,pm10,8,µg/m³,10/21/2025 17:00
Sheffield Devonshire Green - UKA00575,pm10,8,µg/m³,10/21/2025 18:00
Sheffield Devonshire Green - UKA00575,pm10,8,µg/m³,10/21/2025 19:00
Sheffield Devonshire Green - UKA00575,pm10,8,µg/m³,10/21/2025 20:00
Sheffield Devonshire Green - UKA00575,pm10,8,µg/m³,10/21/2025 21:00
Sheffield Devonshire Green - UKA00575,pm10,7,µg/m³,10/21/2025 22:00
Sheffield Devonshire Green - UKA00575,pm10,6,µg/m³,10/21/2025 23:00
Sheffield Devonshire Green - UKA00575,pm10,6,µg/m³,10/22/2025 1:00
Sheffield Devonshire Green - UKA00575,pm10,6,µg/m³,10/22/2025 2:00
Sheffield Devonshire Green - UKA00575,pm10,6,µg/m³,10/22/2025 3:00
Sheffield Devonshire Green - UKA00575,pm10,6,µg/m³,10/22/2025 4:00
Sheffield Devonshire Green - UKA00575,pm10,6,µg/m³,10/22/2025 5:00
Sheffield Devonshire Green - UKA00575,pm10,6,µg/m³,10/22/2025 6:00
Sheffield Devonshire Green - UKA00575,pm10,6,µg/m³,10/22/2025 7:00
Sheffield Devonshire Green - UKA00575,pm10,6,µg/m³,10/22/2025 8:00
Sheffield Devonshire Green - UKA00575,pm10,6,µg/m³,10/22/2025 9:00
Sheffield Devonshire Green - UKA00575,pm10,7,µg/m³,10/22/2025 10:00
Sheffield Devonshire Green - UKA00575,pm10,7,µg/m³,10/22/2025 11:00
Sheffield Devonshire Green - UKA00575,pm10,7,µg/m³,10/22/2025 12:00
Sheffield Devonshire Green - UKA00575,pm10,7,µg/m³,10/22/2025 13:00
Sheffield Devonshire Green - UKA00575,pm10,7,µg/m³,10/22/2025 14:00
Sheffield Devonshire Green - UKA00575,pm10,7,µg/m³,10/22/2025 15:00
Sheffield Devonshire Green - UKA00575,pm10,7,µg/m³,10/22/2025 16:00
Sheffield Devonshire Green - UKA00575,pm10,8,µg/m³,10/22/2025 17:00
Sheffield Devonshire Green - UKA00575,pm10,8,µg/m³,10/22/2025 18:00
Sheffield Devonshire Green - UKA00575,pm10,8,µg/m³,10/22/2025 19:00
Sheffield Devonshire Green - UKA00575,pm10,8,µg/m³,10/22/2025 20:00
Sheffield Devonshire Green - UKA00575,pm10,8,µg/m³,10/22/2025 21:00
Sheffield Devonshire Green - UKA00575,pm10,9,µg/m³,10/22/2025 22:00
Sheffield Devonshire Green - UKA00575,pm10,10,µg/m³,10/22/2025 23:00
Sheffield Devonshire Green - UKA00575,pm10,11,µg/m³,10/23/2025 1:00
Sheffield Devonshire Green - UKA00575,pm10,11,µg/m³,10/23/2025 2:00
Sheffield Devonshire Green - UKA00575,pm10,11,µg/m³,10/23/2025 4:00
Sheffield Devonshire Green - UKA00575,pm10,11,µg/m³,10/23/2025 5:00
Sheffield Devonshire Green - UKA00575,pm10,11,µg/m³,10/23/2025 6:00
Sheffield Devonshire Green - UKA00575,pm10,11,µg/m³,10/23/2025 7:00
Sheffield Devonshire Green - UKA00575,pm10,11,µg/m³,10/23/2025 8:00
Sheffield Devonshire Green - UKA00575,pm10,10,µg/m³,10/23/2025 9:00
Sheffield Devonshire Green - UKA00575,pm10,10,µg/m³,10/23/2025 10:00
Sheffield Devonshire Green - UKA00575,pm10,9,µg/m³,10/23/2025 11:00
Sheffield Devonshire Green - UKA00575,pm10,9,µg/m³,10/23/2025 12:00
Sheffield Devonshire Green - UKA00575,pm10,9,µg/m³,10/23/2025 13:00
Sheffield Devonshire Green - UKA00575,pm10,9,µg/m³,10/23/2025 14:00
Sheffield Devonshire Green - UKA00575,pm10,9,µg/m³,10/23/2025 15:00
Sheffield Devonshire Green - UKA00575,pm10,9,µg/m³,10/23/2025 16:00
Sheffield Devonshire Green - UKA00575,pm10,8,µg/m³,10/23/2025 17:00
Sheffield Devonshire Green - UKA00575,pm10,8,µg/m³,10/23/2025 18:00
Sheffield Devonshire Green - UKA00575,pm10,8,µg/m³,10/23/2025 19:00
Sheffield Devonshire Green - UKA00575,pm10,8,µg/m³,10/23/2025 20:00
Sheffield Devonshire Green - UKA00575,pm10,8,µg/m³,10/23/2025 21:00
Sheffield Devonshire Green - UKA00575,pm10,7,µg/m³,10/23/2025 22:00
Sheffield Devonshire Green - UKA00575,pm10,7,µg/m³,10/23/2025 23:00
Sheffield Devonshire Green - UKA00575,pm10,6,µg/m³,10/24/2025 1:00
Sheffield Devonshire Green - UKA00575,pm10,6,µg/m³,10/24/2025 2:00
Sheffield Devonshire Green - UKA00575,pm10,5,µg/m³,10/24/2025 3:00
Sheffield Devonshire Green - UKA00575,pm10,5,µg/m³,10/24/2025 4:00
Sheffield Devonshire Green - UKA00575,pm10,5,µg/m³,10/24/2025 5:00
Sheffield Devonshire Green - UKA00575,pm10,5,µg/m³,10/24/2025 6:00
Sheffield Devonshire Green - UKA00575,pm10,5,µg/m³,10/24/2025 7:00
Sheffield Devonshire Green - UKA00575,pm10,6,µg/m³,10/24/2025 8:00
Sheffield Devonshire Green - UKA00575,pm10,6,µg/m³,10/24/2025 9:00
Sheffield Devonshire Green - UKA00575,pm10,6,µg/m³,10/24/2025 10:00
Sheffield Devonshire Green - UKA00575,pm10,6,µg/m³,10/24/2025 11:00
Sheffield Devonshire Green - UKA00575,pm10,7,µg/m³,10/24/2025 12:00
Sheffield Devonshire Green - UKA00575,pm10,7,µg/m³,10/24/2025 13:00
Sheffield Devonshire Green - UKA00575,pm10,7,µg/m³,10/24/2025 14:00
Sheffield Devonshire Green - UKA00575,pm10,7,µg/m³,10/24/2025 15:00
Sheffield Devonshire Green - UKA00575,pm10,7,µg/m³,10/24/2025 16:00
Sheffield Devonshire Green - UKA00575,pm10,7,µg/m³,10/24/2025 17:00
Sheffield Devonshire Green - UKA00575,pm10,7,µg/m³,10/24/2025 18:00
Sheffield Devonshire Green - UKA00575,pm10,7,µg/m³,10/24/2025 19:00
Sheffield Devonshire Green - UKA00575,pm10,6,µg/m³,10/24/2025 20:00
Sheffield Devonshire Green - UKA00575,pm10,6,µg/m³,10/24/2025 21:00
Sheffield Devonshire Green - UKA00575,pm10,6,µg/m³,10/24/2025 22:00
Sheffield Devonshire Green - UKA00575,pm10,6,µg/m³,10/24/2025 23:00
Sheffield Devonshire Green - UKA00575,pm10,6,µg/m³,10/25/2025 1:00
Sheffield Devonshire Green - UKA00575,pm10,6,µg/m³,10/25/2025 2:00
Sheffield Devonshire Green - UKA00575,pm10,6,µg/m³,10/25/2025 3:00
Sheffield Devonshire Green - UKA00575,pm10,5,µg/m³,10/25/2025 4:00
Sheffield Devonshire Green - UKA00575,pm10,5,µg/m³,10/25/2025 5:00
Sheffield Devonshire Green - UKA00575,pm10,5,µg/m³,10/25/2025 6:00
Sheffield Devonshire Green - UKA00575,pm10,5,µg/m³,10/25/2025 7:00
Sheffield Devonshire Green - UKA00575,pm10,5,µg/m³,10/25/2025 8:00
Sheffield Devonshire Green - UKA00575,pm10,4,µg/m³,10/25/2025 9:00
Sheffield Devonshire Green - UKA00575,pm10,4,µg/m³,10/25/2025 10:00
Sheffield Devonshire Green - UKA00575,pm10,4,µg/m³,10/25/2025 11:00
Sheffield Devonshire Green - UKA00575,pm10,4,µg/m³,10/25/2025 12:00
Sheffield Devonshire Green - UKA00575,pm10,3,µg/m³,10/25/2025 13:00
Sheffield Devonshire Green - UKA00575,pm10,3,µg/m³,10/25/2025 14:00
Sheffield Devonshire Green - UKA00575,pm10,3,µg/m³,10/25/2025 15:00
Sheffield Devonshire Green - UKA00575,pm10,3,µg/m³,10/25/2025 16:00
Sheffield Devonshire Green - UKA00575,pm10,5,µg/m³,10/25/2025 17:00
Sheffield Devonshire Green - UKA00575,pm10,5,µg/m³,10/25/2025 18:00
Sheffield Devonshire Green - UKA00575,pm10,5,µg/m³,10/25/2025 19:00
Sheffield Devonshire Green - UKA00575,pm10,5,µg/m³,10/25/2025 20:00
Sheffield Devonshire Green - UKA00575,pm10,5,µg/m³,10/25/2025 21:00
Sheffield Devonshire Green - UKA00575,pm10,5,µg/m³,10/25/2025 22:00
Sheffield Devonshire Green - UKA00575,pm10,5,µg/m³,10/25/2025 23:00
Sheffield Devonshire Green - UKA00575,pm10,5,µg/m³,10/26/2025 1:00
Sheffield Devonshire Green - UKA00575,pm25,5,µg/m³,9/24/2025 2:00
Sheffield Devonshire Green - UKA00575,pm25,5,µg/m³,9/24/2025 4:00
Sheffield Devonshire Green - UKA00575,pm25,5,µg/m³,9/24/2025 5:00
Sheffield Devonshire Green - UKA00575,pm25,5,µg/m³,9/24/2025 6:00
Sheffield Devonshire Green - UKA00575,pm25,6,µg/m³,9/24/2025 7:00
Sheffield Devonshire Green - UKA00575,pm25,6,µg/m³,9/24/2025 8:00
Sheffield Devonshire Green - UKA00575,pm25,6,µg/m³,9/24/2025 9:00
Sheffield Devonshire Green - UKA00575,pm25,6,µg/m³,9/24/2025 10:00
Sheffield Devonshire Green - UKA00575,pm25,6,µg/m³,9/24/2025 11:00
Sheffield Devonshire Green - UKA00575,pm25,6,µg/m³,9/24/2025 12:00
Sheffield Devonshire Green - UKA00575,pm25,6,µg/m³,9/24/2025 13:00
Sheffield Devonshire Green - UKA00575,pm25,6,µg/m³,9/24/2025 14:00
Sheffield Devonshire Green - UKA00575,pm25,6,µg/m³,9/24/2025 15:00
Sheffield Devonshire Green - UKA00575,pm25,6,µg/m³,9/24/2025 16:00
Sheffield Devonshire Green - UKA00575,pm25,6,µg/m³,9/24/2025 17:00
Sheffield Devonshire Green - UKA00575,pm25,6,µg/m³,9/24/2025 18:00
Sheffield Devonshire Green - UKA00575,pm25,6,µg/m³,9/24/2025 19:00
Sheffield Devonshire Green - UKA00575,pm25,6,µg/m³,9/24/2025 20:00
Sheffield Devonshire Green - UKA00575,pm25,6,µg/m³,9/24/2025 21:00
Sheffield Devonshire Green - UKA00575,pm25,6,µg/m³,9/24/2025 22:00
Sheffield Devonshire Green - UKA00575,pm25,6,µg/m³,9/24/2025 23:00
Sheffield Devonshire Green - UKA00575,pm25,6,µg/m³,9/25/2025 1:00
Sheffield Devonshire Green - UKA00575,pm25,6,µg/m³,9/25/2025 2:00
Sheffield Devonshire Green - UKA00575,pm25,6,µg/m³,9/25/2025 3:00
Sheffield Devonshire Green - UKA00575,pm25,6,µg/m³,9/25/2025 4:00
Sheffield Devonshire Green - UKA00575,pm25,6,µg/m³,9/25/2025 5:00
Sheffield Devonshire Green - UKA00575,pm25,6,µg/m³,9/25/2025 6:00
Sheffield Devonshire Green - UKA00575,pm25,6,µg/m³,9/25/2025 7:00
Sheffield Devonshire Green - UKA00575,pm25,6,µg/m³,9/25/2025 8:00
Sheffield Devonshire Green - UKA00575,pm25,6,µg/m³,9/25/2025 9:00
Sheffield Devonshire Green - UKA00575,pm25,6,µg/m³,9/25/2025 10:00
Sheffield Devonshire Green - UKA00575,pm25,6,µg/m³,9/25/2025 11:00
Sheffield Devonshire Green - UKA00575,pm25,6,µg/m³,9/25/2025 12:00
Sheffield Devonshire Green - UKA00575,pm25,6,µg/m³,9/25/2025 13:00
Sheffield Devonshire Green - UKA00575,pm25,6,µg/m³,9/25/2025 14:00
Sheffield Devonshire Green - UKA00575,pm25,6,µg/m³,9/25/2025 15:00
Sheffield Devonshire Green - UKA00575,pm25,6,µg/m³,9/25/2025 16:00
Sheffield Devonshire Green - UKA00575,pm25,6,µg/m³,9/25/2025 17:00
Sheffield Devonshire Green - UKA00575,pm25,6,µg/m³,9/25/2025 18:00
Sheffield Devonshire Green - UKA00575,pm25,6,µg/m³,9/25/2025 19:00
Sheffield Devonshire Green - UKA00575,pm25,6,µg/m³,9/25/2025 20:00
Sheffield Devonshire Green - UKA00575,pm25,6,µg/m³,9/25/2025 21:00
Sheffield Devonshire Green - UKA00575,pm25,6,µg/m³,9/25/2025 22:00
Sheffield Devonshire Green - UKA00575,pm25,6,µg/m³,9/25/2025 23:00
Sheffield Devonshire Green - UKA00575,pm25,6,µg/m³,9/26/2025 1:00
Sheffield Devonshire Green - UKA00575,pm25,6,µg/m³,9/26/2025 2:00
Sheffield Devonshire Green - UKA00575,pm25,6,µg/m³,9/26/2025 3:00
Sheffield Devonshire Green - UKA00575,pm25,6,µg/m³,9/26/2025 4:00
Sheffield Devonshire Green - UKA00575,pm25,6,µg/m³,9/26/2025 5:00
Sheffield Devonshire Green - UKA00575,pm25,6,µg/m³,9/26/2025 6:00
Sheffield Devonshire Green - UKA00575,pm25,6,µg/m³,9/26/2025 7:00
Sheffield Devonshire Green - UKA00575,pm25,6,µg/m³,9/26/2025 8:00
Sheffield Devonshire Green - UKA00575,pm25,6,µg/m³,9/26/2025 9:00
Sheffield Devonshire Green - UKA00575,pm25,6,µg/m³,9/26/2025 10:00
Sheffield Devonshire Green - UKA00575,pm25,6,µg/m³,9/26/2025 11:00
Sheffield Devonshire Green - UKA00575,pm25,6,µg/m³,9/26/2025 12:00
Sheffield Devonshire Green - UKA00575,pm25,6,µg/m³,9/26/2025 13:00
Sheffield Devonshire Green - UKA00575,pm25,6,µg/m³,9/26/2025 14:00
Sheffield Devonshire Green - UKA00575,pm25,6,µg/m³,9/26/2025 15:00
Sheffield Devonshire Green - UKA00575,pm25,7,µg/m³,9/26/2025 16:00
Sheffield Devonshire Green - UKA00575,pm25,7,µg/m³,9/26/2025 17:00
Sheffield Devonshire Green - UKA00575,pm25,7,µg/m³,9/26/2025 18:00
Sheffield Devonshire Green - UKA00575,pm25,7,µg/m³,9/26/2025 19:00
Sheffield Devonshire Green - UKA00575,pm25,7,µg/m³,9/26/2025 20:00
Sheffield Devonshire Green - UKA00575,pm25,7,µg/m³,9/26/2025 21:00
Sheffield Devonshire Green - UKA00575,pm25,8,µg/m³,9/26/2025 22:00
Sheffield Devonshire Green - UKA00575,pm25,8,µg/m³,9/26/2025 23:00
Sheffield Devonshire Green - UKA00575,pm25,8,µg/m³,9/27/2025 1:00
Sheffield Devonshire Green - UKA00575,pm25,8,µg/m³,9/27/2025 2:00
Sheffield Devonshire Green - UKA00575,pm25,9,µg/m³,9/27/2025 3:00
Sheffield Devonshire Green - UKA00575,pm25,9,µg/m³,9/27/2025 4:00
Sheffield Devonshire Green - UKA00575,pm25,9,µg/m³,9/27/2025 5:00
Sheffield Devonshire Green - UKA00575,pm25,9,µg/m³,9/27/2025 6:00
Sheffield Devonshire Green - UKA00575,pm25,9,µg/m³,9/27/2025 7:00
Sheffield Devonshire Green - UKA00575,pm25,10,µg/m³,9/27/2025 8:00
Sheffield Devonshire Green - UKA00575,pm25,10,µg/m³,9/27/2025 9:00
Sheffield Devonshire Green - UKA00575,pm25,10,µg/m³,9/27/2025 10:00
Sheffield Devonshire Green - UKA00575,pm25,10,µg/m³,9/27/2025 11:00
Sheffield Devonshire Green - UKA00575,pm25,11,µg/m³,9/27/2025 12:00
Sheffield Devonshire Green - UKA00575,pm25,11,µg/m³,9/27/2025 13:00
Sheffield Devonshire Green - UKA00575,pm25,11,µg/m³,9/27/2025 14:00
Sheffield Devonshire Green - UKA00575,pm25,11,µg/m³,9/27/2025 15:00
Sheffield Devonshire Green - UKA00575,pm25,11,µg/m³,9/27/2025 16:00
Sheffield Devonshire Green - UKA00575,pm25,12,µg/m³,9/27/2025 17:00
Sheffield Devonshire Green - UKA00575,pm25,12,µg/m³,9/27/2025 18:00
