location_name,datetimeLocal,unit,no2,o3,pm10,pm25,city
Sheffield Devonshire Green - UKA00575,2025-01-23T00:00:00Z,NA,23.3325,30.13507,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-23T01:00:00Z,NA,15.6825,42.50841,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-23T04:00:00Z,NA,21.0375,29.33679,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-23T05:00:00Z,NA,19.5075,26.94195,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-23T06:00:00Z,NA,18.55125,22.35184,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-23T07:00:00Z,NA,17.2125,27.14152,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-23T08:00:00Z,NA,16.065,34.92475,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-23T09:00:00Z,NA,28.305,27.74023,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-23T10:00:00Z,NA,36.52875,22.55141,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-23T11:00:00Z,NA,25.43625,32.72948,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-23T12:00:00Z,NA,27.73125,27.74023,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-23T13:00:00Z,NA,30.79125,25.54496,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-23T14:00:00Z,NA,30.9825,29.53636,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-23T15:00:00Z,NA,30.79125,32.33034,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-23T16:00:00Z,NA,17.2125,50.49121,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-23T17:00:00Z,NA,11.66625,63.26369,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-23T18:00:00Z,NA,15.3,59.67143,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-23T19:00:00Z,NA,13.19625,62.26584,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-23T20:00:00Z,NA,14.1525,59.871,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-23T21:00:00Z,NA,13.3875,58.47401,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-23T22:00:00Z,NA,15.3,55.08132,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-23T23:00:00Z,NA,16.25625,50.69078,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-24T00:00:00Z,NA,21.42,45.30239,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-24T01:00:00Z,NA,15.49125,48.69508,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-24T03:00:00Z,NA,14.72625,51.68863,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-24T04:00:00Z,NA,8.7975,58.27444,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-24T05:00:00Z,NA,7.45875,62.06627,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-24T06:00:00Z,NA,5.92875,63.66283,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-24T07:00:00Z,NA,4.59,68.65208,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-24T08:00:00Z,NA,5.355,70.64778,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-24T09:00:00Z,NA,6.5025,72.44391,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-24T10:00:00Z,NA,8.415,70.44821,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-24T11:00:00Z,NA,8.415,73.44176,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-24T12:00:00Z,NA,6.12,75.03832,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-24T13:00:00Z,NA,4.9725,75.8366,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-24T14:00:00Z,NA,4.9725,74.24004,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-24T15:00:00Z,NA,4.9725,72.44391,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-24T16:00:00Z,NA,5.355,71.8452,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-24T17:00:00Z,NA,7.2675,68.45251,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-24T18:00:00Z,NA,10.71,64.06197,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-24T19:00:00Z,NA,14.1525,59.871,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-24T20:00:00Z,NA,13.19625,58.87315,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-24T21:00:00Z,NA,13.77,57.27659,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-24T22:00:00Z,NA,8.7975,61.46756,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-24T23:00:00Z,NA,9.945,60.46971,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-25T00:00:00Z,NA,12.43125,58.07487,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-25T01:00:00Z,NA,7.84125,61.06842,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-25T03:00:00Z,NA,25.05375,35.52346,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-25T04:00:00Z,NA,15.3,45.50196,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-25T05:00:00Z,NA,13.3875,50.69078,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-25T06:00:00Z,NA,11.8575,51.68863,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-25T07:00:00Z,NA,10.90125,52.48691,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-25T08:00:00Z,NA,9.18,60.07057,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-25T09:00:00Z,NA,13.19625,54.68218,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-25T10:00:00Z,NA,21.0375,46.30024,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-25T11:00:00Z,NA,19.31625,48.09637,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-25T12:00:00Z,NA,10.3275,57.67573,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-25T13:00:00Z,NA,7.65,60.46971,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-25T14:00:00Z,NA,9.37125,60.66928,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-25T15:00:00Z,NA,7.45875,62.86455,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-25T16:00:00Z,NA,9.75375,60.66928,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-25T17:00:00Z,NA,13.77,55.8796,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-25T18:00:00Z,NA,29.07,40.71228,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-25T19:00:00Z,NA,42.84,25.9441,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-25T20:00:00Z,NA,45.32625,22.75098,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-25T21:00:00Z,NA,54.6975,14.16947,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-25T22:00:00Z,NA,36.91125,21.9527,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-25T23:00:00Z,NA,45.32625,12.57291,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-26T00:00:00Z,NA,33.85125,22.15227,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-26T01:00:00Z,NA,22.185,35.32389,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-26T02:00:00Z,NA,19.5075,39.51486,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-26T03:00:00Z,NA,23.715,35.9226,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-26T04:00:00Z,NA,16.63875,42.90755,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-26T05:00:00Z,NA,14.535,43.10712,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-26T06:00:00Z,NA,9.945,46.30024,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-26T07:00:00Z,NA,8.7975,47.69723,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-26T08:00:00Z,NA,9.37125,48.69508,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-26T09:00:00Z,NA,11.66625,46.69938,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-26T10:00:00Z,NA,12.81375,44.90325,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-26T11:00:00Z,NA,16.25625,41.31099,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-26T12:00:00Z,NA,17.78625,44.90325,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-26T13:00:00Z,NA,16.83,50.09207,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-26T14:00:00Z,NA,18.7425,50.89035,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-26T15:00:00Z,NA,18.36,50.69078,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-26T16:00:00Z,NA,16.065,53.8839,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-26T17:00:00Z,NA,15.10875,56.27874,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-26T18:00:00Z,NA,14.34375,57.07702,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-26T19:00:00Z,NA,17.78625,52.68648,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-26T20:00:00Z,NA,24.48,43.50626,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-26T21:00:00Z,NA,28.6875,37.12002,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-26T22:00:00Z,NA,27.34875,41.31099,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-26T23:00:00Z,NA,19.5075,53.28519,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-27T00:00:00Z,NA,18.93375,50.09207,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-27T01:00:00Z,NA,16.83,50.49121,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-27T02:00:00Z,NA,17.40375,49.8925,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-27T03:00:00Z,NA,11.0925,58.87315,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-27T04:00:00Z,NA,5.355,73.04262,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-27T05:00:00Z,NA,10.13625,65.25939,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-27T06:00:00Z,NA,8.415,65.45896,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-27T07:00:00Z,NA,6.69375,68.85165,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-27T08:00:00Z,NA,9.37125,66.05767,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-27T09:00:00Z,NA,15.6825,59.47186,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-27T10:00:00Z,NA,20.46375,54.28304,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-27T11:00:00Z,NA,16.25625,62.26584,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-27T12:00:00Z,NA,15.3,62.26584,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-27T13:00:00Z,NA,15.3,59.47186,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-27T14:00:00Z,NA,12.43125,63.46326,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-27T15:00:00Z,NA,11.475,66.45681,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-27T16:00:00Z,NA,15.3,64.26154,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-27T17:00:00Z,NA,18.16875,60.27014,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-27T18:00:00Z,NA,24.67125,53.8839,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-27T19:00:00Z,NA,29.07,47.09852,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-27T20:00:00Z,NA,21.61125,52.88605,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-27T21:00:00Z,NA,19.31625,54.08347,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-27T22:00:00Z,NA,17.9775,54.48261,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-27T23:00:00Z,NA,14.72625,60.86885,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-28T00:00:00Z,NA,16.4475,55.28089,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-28T01:00:00Z,NA,11.66625,59.67143,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-28T02:00:00Z,NA,8.60625,63.06412,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-28T03:00:00Z,NA,9.18,62.46541,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-28T04:00:00Z,NA,6.885,62.66498,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-28T05:00:00Z,NA,7.84125,61.06842,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-28T06:00:00Z,NA,7.45875,59.871,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-28T07:00:00Z,NA,12.43125,53.48476,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-28T08:00:00Z,NA,21.99375,42.50841,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-28T09:00:00Z,NA,37.67625,26.94195,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-28T10:00:00Z,NA,48.38625,17.56216,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-28T11:00:00Z,NA,61.965,6.18667,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-28T12:00:00Z,NA,46.09125,17.76173,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-28T14:00:00Z,NA,32.5125,26.54281,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-28T16:00:00Z,NA,21.42,39.31529,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-28T19:00:00Z,NA,23.14125,42.10927,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-28T21:00:00Z,NA,15.49125,44.90325,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-28T22:00:00Z,NA,14.72625,46.49981,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-29T03:00:00Z,NA,8.415,55.28089,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-29T11:00:00Z,NA,20.08125,54.08347,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-29T16:00:00Z,NA,13.3875,58.87315,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-29T18:00:00Z,NA,23.52375,45.30239,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-30T01:00:00Z,NA,13.57875,46.69938,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-30T04:00:00Z,NA,12.6225,51.48906,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-30T09:00:00Z,NA,19.5075,53.08562,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-30T11:00:00Z,NA,12.24,60.86885,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-30T12:00:00Z,NA,13.005,62.06627,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-30T13:00:00Z,NA,13.005,64.26154,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-30T14:00:00Z,NA,15.49125,63.06412,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-30T17:00:00Z,NA,15.3,62.06627,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-30T21:00:00Z,NA,45.135,28.53851,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-30T23:00:00Z,NA,21.61125,47.49766,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-31T00:00:00Z,NA,18.36,48.49551,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-31T03:00:00Z,NA,12.43125,49.09422,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-31T06:00:00Z,NA,11.28375,52.28734,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-31T16:00:00Z,NA,19.31625,47.69723,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-31T17:00:00Z,NA,30.79125,35.12432,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-01-31T21:00:00Z,NA,25.43625,40.31314,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-01T00:00:00Z,NA,14.9175,45.10282,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-01T14:00:00Z,NA,8.415,61.26799,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-01T19:00:00Z,NA,28.305,40.71228,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-01T20:00:00Z,NA,26.775,40.91185,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-01T22:00:00Z,NA,15.6825,50.89035,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-01T23:00:00Z,NA,37.485,26.34324,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-02T02:00:00Z,NA,14.9175,49.69293,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-02T05:00:00Z,NA,11.0925,57.07702,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-02T08:00:00Z,NA,7.65,58.87315,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-02T09:00:00Z,NA,9.37125,56.27874,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-02T10:00:00Z,NA,9.18,54.48261,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-02T15:00:00Z,NA,13.96125,55.28089,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-02T19:00:00Z,NA,29.07,31.33249,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-02T20:00:00Z,NA,50.49,12.97205,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-02T22:00:00Z,NA,46.665,11.9742,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-02T23:00:00Z,NA,41.11875,15.56646,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-03T01:00:00Z,NA,52.785,7.9828,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-03T11:00:00Z,NA,32.70375,34.52561,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-03T15:00:00Z,NA,7.07625,75.23789,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-04T01:00:00Z,NA,NA,NA,13,7,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-04T02:00:00Z,NA,NA,NA,13,7,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-04T03:00:00Z,NA,NA,NA,13,7,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-04T04:00:00Z,NA,NA,NA,13,8,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-04T05:00:00Z,NA,NA,NA,14,8,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-04T06:00:00Z,NA,NA,NA,14,8,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-04T07:00:00Z,NA,NA,NA,14,8,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-04T08:00:00Z,NA,NA,NA,14,9,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-04T09:00:00Z,NA,NA,NA,14,9,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-04T10:00:00Z,NA,NA,NA,16,9,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-04T11:00:00Z,NA,NA,NA,16,10,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-04T12:00:00Z,NA,NA,NA,16,10,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-04T13:00:00Z,NA,NA,NA,16,10,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-04T14:00:00Z,NA,NA,NA,16,10,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-04T15:00:00Z,NA,NA,NA,16,10,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-04T16:00:00Z,NA,NA,NA,17,10,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-04T17:00:00Z,NA,NA,NA,17,10,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-04T18:00:00Z,NA,NA,NA,17,10,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-04T19:00:00Z,NA,NA,NA,17,10,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-04T20:00:00Z,NA,NA,NA,17,10,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-04T21:00:00Z,NA,NA,NA,17,10,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-04T22:00:00Z,NA,NA,NA,17,10,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-04T23:00:00Z,NA,NA,NA,18,10,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-05T01:00:00Z,NA,NA,NA,22,13,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-05T02:00:00Z,NA,NA,NA,22,13,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-05T03:00:00Z,NA,NA,NA,22,13,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-05T04:00:00Z,NA,NA,NA,21,13,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-05T05:00:00Z,NA,NA,NA,21,13,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-05T06:00:00Z,NA,NA,NA,20,12,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-05T07:00:00Z,NA,NA,NA,19,12,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-05T08:00:00Z,NA,NA,NA,18,11,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-05T09:00:00Z,NA,NA,NA,17,10,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-05T10:00:00Z,NA,NA,NA,16,9,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-05T11:00:00Z,NA,NA,NA,15,9,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-05T12:00:00Z,NA,NA,NA,14,8,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-05T13:00:00Z,NA,NA,NA,14,8,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-05T14:00:00Z,NA,NA,NA,15,8,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-05T15:00:00Z,NA,NA,NA,15,8,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-05T16:00:00Z,NA,NA,NA,15,8,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-05T17:00:00Z,NA,NA,NA,15,8,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-05T18:00:00Z,NA,NA,NA,15,8,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-05T19:00:00Z,NA,NA,NA,16,8,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-05T20:00:00Z,NA,NA,NA,16,8,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-05T21:00:00Z,NA,NA,NA,15,8,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-05T23:00:00Z,NA,NA,NA,15,8,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-06T00:00:00Z,NA,3.63375,60.66928,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-06T01:00:00Z,NA,2,64,9,4,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-06T02:00:00Z,NA,1,65,9,4,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-06T03:00:00Z,NA,1,64,9,4,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-06T04:00:00Z,NA,1,63,9,4,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-06T05:00:00Z,NA,1,63,9,4,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-06T06:00:00Z,NA,0,63,9,4,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-06T07:00:00Z,NA,2,62,9,4,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-06T08:00:00Z,NA,3,62,9,4,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-06T09:00:00Z,NA,4,63,9,4,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-06T10:00:00Z,NA,2,63,9,4,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-06T11:00:00Z,NA,1,64,8,4,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-06T12:00:00Z,NA,2,64,9,4,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-06T13:00:00Z,NA,3,65,9,4,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-06T14:00:00Z,NA,2,67,9,4,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-06T15:00:00Z,NA,3,70,9,4,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-06T16:00:00Z,NA,2,73,9,4,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-06T17:00:00Z,NA,3,76,9,4,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-06T18:00:00Z,NA,3,78,9,4,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-06T19:00:00Z,NA,3,79,9,4,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-06T20:00:00Z,NA,3,79,9,4,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-06T21:00:00Z,NA,4,80,9,4,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-06T22:00:00Z,NA,4,78,9,4,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-06T23:00:00Z,NA,3,77,9,5,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-07T00:00:00Z,NA,13.96125,53.68433,NA,NA,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-07T01:00:00Z,NA,6,56,12,5,Sheffield
Sheffield Devonshire Green - UKA00575,2025-02-07T02:00:00Z,NA,9,55,12,5,Sheffield
