location_name,parameter,value,unit,datetimeLocal
Sheffield Devonshire Green - UKA00575,no2,11,µg/m³,11/17/2023 6:00
Sheffield Devonshire Green - UKA00575,no2,31,µg/m³,11/17/2023 7:00
Sheffield Devonshire Green - UKA00575,no2,35,µg/m³,11/17/2023 8:00
Sheffield Devonshire Green - UKA00575,no2,42,µg/m³,11/17/2023 9:00
Sheffield Devonshire Green - UKA00575,no2,24,µg/m³,11/17/2023 10:00
Sheffield Devonshire Green - UKA00575,no2,20,µg/m³,11/17/2023 11:00
Sheffield Devonshire Green - UKA00575,no2,15,µg/m³,11/17/2023 12:00
Sheffield Devonshire Green - UKA00575,no2,16,µg/m³,11/17/2023 13:00
Sheffield Devonshire Green - UKA00575,no2,13,µg/m³,11/17/2023 14:00
Sheffield Devonshire Green - UKA00575,no2,28,µg/m³,11/17/2023 15:00
Sheffield Devonshire Green - UKA00575,no2,35,µg/m³,11/17/2023 16:00
Sheffield Devonshire Green - UKA00575,no2,42,µg/m³,11/17/2023 17:00
Sheffield Devonshire Green - UKA00575,no2,46,µg/m³,11/17/2023 18:00
Sheffield Devonshire Green - UKA00575,no2,50,µg/m³,11/17/2023 19:00
Sheffield Devonshire Green - UKA00575,no2,50,µg/m³,11/17/2023 20:00
Sheffield Devonshire Green - UKA00575,no2,42,µg/m³,11/17/2023 21:00
Sheffield Devonshire Green - UKA00575,no2,37,µg/m³,11/17/2023 22:00
Sheffield Devonshire Green - UKA00575,no2,37,µg/m³,11/17/2023 23:00
Sheffield Devonshire Green - UKA00575,no2,32,µg/m³,11/18/2023 0:00
Sheffield Devonshire Green - UKA00575,no2,13,µg/m³,11/18/2023 2:00
Sheffield Devonshire Green - UKA00575,no2,13,µg/m³,11/18/2023 3:00
Sheffield Devonshire Green - UKA00575,no2,8,µg/m³,11/18/2023 4:00
Sheffield Devonshire Green - UKA00575,no2,8,µg/m³,11/18/2023 5:00
Sheffield Devonshire Green - UKA00575,no2,7,µg/m³,11/18/2023 6:00
Sheffield Devonshire Green - UKA00575,no2,11,µg/m³,11/18/2023 7:00
Sheffield Devonshire Green - UKA00575,no2,17,µg/m³,11/18/2023 8:00
Sheffield Devonshire Green - UKA00575,no2,29,µg/m³,11/18/2023 9:00
Sheffield Devonshire Green - UKA00575,no2,29,µg/m³,11/18/2023 10:00
Sheffield Devonshire Green - UKA00575,no2,28,µg/m³,11/18/2023 11:00
Sheffield Devonshire Green - UKA00575,no2,14,µg/m³,11/18/2023 12:00
Sheffield Devonshire Green - UKA00575,no2,9,µg/m³,11/18/2023 13:00
Sheffield Devonshire Green - UKA00575,no2,9,µg/m³,11/18/2023 14:00
Sheffield Devonshire Green - UKA00575,no2,11,µg/m³,11/18/2023 15:00
Sheffield Devonshire Green - UKA00575,no2,9,µg/m³,11/18/2023 16:00
Sheffield Devonshire Green - UKA00575,no2,9,µg/m³,11/18/2023 17:00
Sheffield Devonshire Green - UKA00575,no2,12,µg/m³,11/18/2023 18:00
Sheffield Devonshire Green - UKA00575,no2,20,µg/m³,11/18/2023 19:00
Sheffield Devonshire Green - UKA00575,no2,14,µg/m³,11/18/2023 20:00
Sheffield Devonshire Green - UKA00575,no2,11,µg/m³,11/18/2023 21:00
Sheffield Devonshire Green - UKA00575,no2,6,µg/m³,11/18/2023 22:00
Sheffield Devonshire Green - UKA00575,no2,6,µg/m³,11/18/2023 23:00
Sheffield Devonshire Green - UKA00575,no2,5,µg/m³,11/19/2023 0:00
Sheffield Devonshire Green - UKA00575,no2,7,µg/m³,11/19/2023 2:00
Sheffield Devonshire Green - UKA00575,no2,7,µg/m³,11/19/2023 3:00
Sheffield Devonshire Green - UKA00575,no2,5,µg/m³,11/19/2023 4:00
Sheffield Devonshire Green - UKA00575,no2,5,µg/m³,11/19/2023 5:00
Sheffield Devonshire Green - UKA00575,no2,2,µg/m³,11/19/2023 6:00
Sheffield Devonshire Green - UKA00575,no2,3,µg/m³,11/19/2023 7:00
Sheffield Devonshire Green - UKA00575,no2,3,µg/m³,11/19/2023 8:00
Sheffield Devonshire Green - UKA00575,no2,4,µg/m³,11/19/2023 9:00
Sheffield Devonshire Green - UKA00575,no2,5,µg/m³,11/19/2023 10:00
Sheffield Devonshire Green - UKA00575,no2,8,µg/m³,11/19/2023 11:00
Sheffield Devonshire Green - UKA00575,no2,12,µg/m³,11/19/2023 12:00
Sheffield Devonshire Green - UKA00575,no2,13,µg/m³,11/19/2023 13:00
Sheffield Devonshire Green - UKA00575,no2,14,µg/m³,11/19/2023 14:00
Sheffield Devonshire Green - UKA00575,no2,8,µg/m³,11/19/2023 15:00
Sheffield Devonshire Green - UKA00575,no2,7,µg/m³,11/19/2023 16:00
Sheffield Devonshire Green - UKA00575,no2,10,µg/m³,11/19/2023 17:00
Sheffield Devonshire Green - UKA00575,no2,8,µg/m³,11/19/2023 18:00
Sheffield Devonshire Green - UKA00575,no2,7,µg/m³,11/19/2023 19:00
Sheffield Devonshire Green - UKA00575,no2,6,µg/m³,11/19/2023 20:00
Sheffield Devonshire Green - UKA00575,no2,4,µg/m³,11/19/2023 21:00
Sheffield Devonshire Green - UKA00575,no2,5,µg/m³,11/19/2023 22:00
Sheffield Devonshire Green - UKA00575,no2,5,µg/m³,11/19/2023 23:00
Sheffield Devonshire Green - UKA00575,no2,3,µg/m³,11/20/2023 0:00
Sheffield Devonshire Green - UKA00575,no2,5,µg/m³,11/20/2023 2:00
Sheffield Devonshire Green - UKA00575,no2,5,µg/m³,11/20/2023 3:00
Sheffield Devonshire Green - UKA00575,no2,4,µg/m³,11/20/2023 4:00
Sheffield Devonshire Green - UKA00575,no2,4,µg/m³,11/20/2023 5:00
Sheffield Devonshire Green - UKA00575,no2,6,µg/m³,11/20/2023 6:00
Sheffield Devonshire Green - UKA00575,no2,24,µg/m³,11/20/2023 7:00
Sheffield Devonshire Green - UKA00575,no2,39,µg/m³,11/20/2023 8:00
Sheffield Devonshire Green - UKA00575,no2,44,µg/m³,11/20/2023 9:00
Sheffield Devonshire Green - UKA00575,no2,33,µg/m³,11/20/2023 10:00
Sheffield Devonshire Green - UKA00575,no2,11,µg/m³,11/20/2023 11:00
Sheffield Devonshire Green - UKA00575,no2,14,µg/m³,11/20/2023 12:00
Sheffield Devonshire Green - UKA00575,no2,16,µg/m³,11/20/2023 13:00
Sheffield Devonshire Green - UKA00575,no2,19,µg/m³,11/20/2023 14:00
Sheffield Devonshire Green - UKA00575,no2,25,µg/m³,11/20/2023 15:00
Sheffield Devonshire Green - UKA00575,no2,18,µg/m³,11/20/2023 16:00
Sheffield Devonshire Green - UKA00575,no2,20,µg/m³,11/20/2023 17:00
Sheffield Devonshire Green - UKA00575,no2,19,µg/m³,11/20/2023 18:00
Sheffield Devonshire Green - UKA00575,no2,16,µg/m³,11/20/2023 19:00
Sheffield Devonshire Green - UKA00575,no2,12,µg/m³,11/20/2023 20:00
Sheffield Devonshire Green - UKA00575,no2,12,µg/m³,11/20/2023 21:00
Sheffield Devonshire Green - UKA00575,no2,10,µg/m³,11/20/2023 22:00
Sheffield Devonshire Green - UKA00575,no2,10,µg/m³,11/20/2023 23:00
Sheffield Devonshire Green - UKA00575,no2,5,µg/m³,11/21/2023 0:00
Sheffield Devonshire Green - UKA00575,no2,3,µg/m³,11/21/2023 2:00
Sheffield Devonshire Green - UKA00575,no2,3,µg/m³,11/21/2023 3:00
Sheffield Devonshire Green - UKA00575,no2,3,µg/m³,11/21/2023 4:00
Sheffield Devonshire Green - UKA00575,no2,3,µg/m³,11/21/2023 5:00
Sheffield Devonshire Green - UKA00575,no2,4,µg/m³,11/21/2023 6:00
Sheffield Devonshire Green - UKA00575,no2,7,µg/m³,11/21/2023 7:00
Sheffield Devonshire Green - UKA00575,no2,10,µg/m³,11/21/2023 8:00
Sheffield Devonshire Green - UKA00575,no2,12,µg/m³,11/21/2023 9:00
Sheffield Devonshire Green - UKA00575,no2,13,µg/m³,11/21/2023 10:00
Sheffield Devonshire Green - UKA00575,no2,11,µg/m³,11/21/2023 11:00
Sheffield Devonshire Green - UKA00575,no2,12,µg/m³,11/21/2023 12:00
Sheffield Devonshire Green - UKA00575,no2,11,µg/m³,11/21/2023 13:00
Sheffield Devonshire Green - UKA00575,no2,13,µg/m³,11/21/2023 14:00
Sheffield Devonshire Green - UKA00575,no2,16,µg/m³,11/21/2023 15:00
Sheffield Devonshire Green - UKA00575,no2,21,µg/m³,11/21/2023 16:00
Sheffield Devonshire Green - UKA00575,no2,23,µg/m³,11/21/2023 17:00
Sheffield Devonshire Green - UKA00575,no2,30,µg/m³,11/21/2023 18:00
Sheffield Devonshire Green - UKA00575,no2,29,µg/m³,11/21/2023 19:00
Sheffield Devonshire Green - UKA00575,no2,41,µg/m³,11/21/2023 20:00
Sheffield Devonshire Green - UKA00575,no2,41,µg/m³,11/21/2023 21:00
Sheffield Devonshire Green - UKA00575,no2,38,µg/m³,11/21/2023 22:00
Sheffield Devonshire Green - UKA00575,no2,38,µg/m³,11/21/2023 23:00
Sheffield Devonshire Green - UKA00575,no2,24,µg/m³,11/22/2023 0:00
Sheffield Devonshire Green - UKA00575,no2,17,µg/m³,11/22/2023 2:00
Sheffield Devonshire Green - UKA00575,no2,17,µg/m³,11/22/2023 3:00
Sheffield Devonshire Green - UKA00575,no2,7,µg/m³,11/22/2023 4:00
Sheffield Devonshire Green - UKA00575,no2,7,µg/m³,11/22/2023 5:00
Sheffield Devonshire Green - UKA00575,no2,9,µg/m³,11/22/2023 6:00
Sheffield Devonshire Green - UKA00575,no2,11,µg/m³,11/22/2023 7:00
Sheffield Devonshire Green - UKA00575,no2,12,µg/m³,11/22/2023 9:00
Sheffield Devonshire Green - UKA00575,no2,8,µg/m³,11/22/2023 10:00
Sheffield Devonshire Green - UKA00575,no2,8,µg/m³,11/22/2023 11:00
Sheffield Devonshire Green - UKA00575,no2,11,µg/m³,11/22/2023 12:00
Sheffield Devonshire Green - UKA00575,no2,9,µg/m³,11/22/2023 13:00
Sheffield Devonshire Green - UKA00575,no2,11,µg/m³,11/22/2023 14:00
Sheffield Devonshire Green - UKA00575,no2,8,µg/m³,11/22/2023 15:00
Sheffield Devonshire Green - UKA00575,no2,10,µg/m³,11/22/2023 16:00
Sheffield Devonshire Green - UKA00575,no2,10,µg/m³,11/22/2023 17:00
Sheffield Devonshire Green - UKA00575,no2,10,µg/m³,11/22/2023 18:00
Sheffield Devonshire Green - UKA00575,no2,11,µg/m³,11/22/2023 19:00
Sheffield Devonshire Green - UKA00575,no2,9,µg/m³,11/22/2023 20:00
Sheffield Devonshire Green - UKA00575,no2,7,µg/m³,11/22/2023 21:00
Sheffield Devonshire Green - UKA00575,no2,7,µg/m³,11/22/2023 22:00
Sheffield Devonshire Green - UKA00575,no2,7,µg/m³,11/22/2023 23:00
Sheffield Devonshire Green - UKA00575,no2,4,µg/m³,11/23/2023 0:00
Sheffield Devonshire Green - UKA00575,no2,2,µg/m³,11/23/2023 2:00
Sheffield Devonshire Green - UKA00575,no2,2,µg/m³,11/23/2023 3:00
Sheffield Devonshire Green - UKA00575,no2,3,µg/m³,11/23/2023 4:00
Sheffield Devonshire Green - UKA00575,no2,3,µg/m³,11/23/2023 5:00
Sheffield Devonshire Green - UKA00575,no2,3,µg/m³,11/23/2023 7:00
Sheffield Devonshire Green - UKA00575,no2,6,µg/m³,11/23/2023 8:00
Sheffield Devonshire Green - UKA00575,no2,9,µg/m³,11/23/2023 9:00
Sheffield Devonshire Green - UKA00575,no2,9,µg/m³,11/23/2023 10:00
Sheffield Devonshire Green - UKA00575,no2,7,µg/m³,11/23/2023 12:00
Sheffield Devonshire Green - UKA00575,no2,8,µg/m³,11/23/2023 13:00
Sheffield Devonshire Green - UKA00575,no2,8,µg/m³,11/23/2023 14:00
Sheffield Devonshire Green - UKA00575,no2,8,µg/m³,11/23/2023 15:00
Sheffield Devonshire Green - UKA00575,no2,7,µg/m³,11/23/2023 16:00
Sheffield Devonshire Green - UKA00575,no2,10,µg/m³,11/23/2023 17:00
Sheffield Devonshire Green - UKA00575,no2,9,µg/m³,11/23/2023 18:00
Sheffield Devonshire Green - UKA00575,no2,6,µg/m³,11/23/2023 19:00
Sheffield Devonshire Green - UKA00575,no2,7,µg/m³,11/23/2023 20:00
Sheffield Devonshire Green - UKA00575,no2,6,µg/m³,11/23/2023 21:00
Sheffield Devonshire Green - UKA00575,no2,7,µg/m³,11/23/2023 22:00
Sheffield Devonshire Green - UKA00575,no2,7,µg/m³,11/23/2023 23:00
Sheffield Devonshire Green - UKA00575,no2,4,µg/m³,11/24/2023 0:00
Sheffield Devonshire Green - UKA00575,no2,5,µg/m³,11/24/2023 2:00
Sheffield Devonshire Green - UKA00575,no2,5,µg/m³,11/24/2023 3:00
Sheffield Devonshire Green - UKA00575,no2,5,µg/m³,11/24/2023 4:00
Sheffield Devonshire Green - UKA00575,no2,5,µg/m³,11/24/2023 5:00
Sheffield Devonshire Green - UKA00575,no2,3,µg/m³,11/24/2023 6:00
Sheffield Devonshire Green - UKA00575,no2,7,µg/m³,11/24/2023 7:00
Sheffield Devonshire Green - UKA00575,no2,9,µg/m³,11/24/2023 8:00
Sheffield Devonshire Green - UKA00575,no2,11,µg/m³,11/24/2023 9:00
Sheffield Devonshire Green - UKA00575,no2,9,µg/m³,11/24/2023 10:00
Sheffield Devonshire Green - UKA00575,no2,9,µg/m³,11/24/2023 11:00
Sheffield Devonshire Green - UKA00575,no2,8,µg/m³,11/24/2023 12:00
Sheffield Devonshire Green - UKA00575,no2,8,µg/m³,11/24/2023 13:00
Sheffield Devonshire Green - UKA00575,no2,8,µg/m³,11/24/2023 14:00
Sheffield Devonshire Green - UKA00575,no2,12,µg/m³,11/24/2023 16:00
Sheffield Devonshire Green - UKA00575,no2,19,µg/m³,11/24/2023 17:00
Sheffield Devonshire Green - UKA00575,no2,20,µg/m³,11/24/2023 18:00
Sheffield Devonshire Green - UKA00575,no2,23,µg/m³,11/24/2023 19:00
Sheffield Devonshire Green - UKA00575,no2,16,µg/m³,11/24/2023 20:00
Sheffield Devonshire Green - UKA00575,no2,12,µg/m³,11/24/2023 21:00
Sheffield Devonshire Green - UKA00575,no2,9,µg/m³,11/24/2023 23:00
Sheffield Devonshire Green - UKA00575,no2,13,µg/m³,11/25/2023 0:00
Sheffield Devonshire Green - UKA00575,no2,9,µg/m³,11/25/2023 2:00
Sheffield Devonshire Green - UKA00575,no2,9,µg/m³,11/25/2023 3:00
Sheffield Devonshire Green - UKA00575,no2,6,µg/m³,11/25/2023 4:00
Sheffield Devonshire Green - UKA00575,no2,6,µg/m³,11/25/2023 5:00
Sheffield Devonshire Green - UKA00575,no2,7,µg/m³,11/25/2023 6:00
Sheffield Devonshire Green - UKA00575,no2,9,µg/m³,11/25/2023 7:00
Sheffield Devonshire Green - UKA00575,no2,12,µg/m³,11/25/2023 8:00
Sheffield Devonshire Green - UKA00575,no2,15,µg/m³,11/25/2023 9:00
Sheffield Devonshire Green - UKA00575,no2,14,µg/m³,11/25/2023 10:00
Sheffield Devonshire Green - UKA00575,no2,11,µg/m³,11/25/2023 11:00
Sheffield Devonshire Green - UKA00575,no2,9,µg/m³,11/25/2023 12:00
Sheffield Devonshire Green - UKA00575,no2,7,µg/m³,11/25/2023 13:00
Sheffield Devonshire Green - UKA00575,no2,10,µg/m³,11/25/2023 14:00
Sheffield Devonshire Green - UKA00575,no2,11,µg/m³,11/25/2023 15:00
Sheffield Devonshire Green - UKA00575,no2,19,µg/m³,11/25/2023 16:00
Sheffield Devonshire Green - UKA00575,no2,25,µg/m³,11/25/2023 17:00
Sheffield Devonshire Green - UKA00575,no2,32,µg/m³,11/25/2023 18:00
Sheffield Devonshire Green - UKA00575,no2,55,µg/m³,11/25/2023 19:00
Sheffield Devonshire Green - UKA00575,no2,63,µg/m³,11/25/2023 20:00
Sheffield Devonshire Green - UKA00575,no2,55,µg/m³,11/25/2023 21:00
Sheffield Devonshire Green - UKA00575,no2,53,µg/m³,11/25/2023 22:00
Sheffield Devonshire Green - UKA00575,no2,53,µg/m³,11/25/2023 23:00
Sheffield Devonshire Green - UKA00575,no2,46,µg/m³,11/26/2023 0:00
Sheffield Devonshire Green - UKA00575,no2,38,µg/m³,11/26/2023 2:00
Sheffield Devonshire Green - UKA00575,no2,38,µg/m³,11/26/2023 3:00
Sheffield Devonshire Green - UKA00575,no2,30,µg/m³,11/26/2023 4:00
Sheffield Devonshire Green - UKA00575,no2,30,µg/m³,11/26/2023 5:00
Sheffield Devonshire Green - UKA00575,no2,27,µg/m³,11/26/2023 6:00
Sheffield Devonshire Green - UKA00575,no2,27,µg/m³,11/26/2023 7:00
Sheffield Devonshire Green - UKA00575,no2,30,µg/m³,11/26/2023 8:00
Sheffield Devonshire Green - UKA00575,no2,32,µg/m³,11/26/2023 9:00
Sheffield Devonshire Green - UKA00575,no2,38,µg/m³,11/26/2023 10:00
Sheffield Devonshire Green - UKA00575,no2,45,µg/m³,11/26/2023 11:00
Sheffield Devonshire Green - UKA00575,no2,35,µg/m³,11/26/2023 12:00
Sheffield Devonshire Green - UKA00575,no2,32,µg/m³,11/26/2023 13:00
Sheffield Devonshire Green - UKA00575,no2,40,µg/m³,11/26/2023 14:00
Sheffield Devonshire Green - UKA00575,no2,45,µg/m³,11/26/2023 15:00
Sheffield Devonshire Green - UKA00575,no2,49,µg/m³,11/26/2023 16:00
Sheffield Devonshire Green - UKA00575,no2,49,µg/m³,11/26/2023 17:00
Sheffield Devonshire Green - UKA00575,no2,50,µg/m³,11/26/2023 18:00
Sheffield Devonshire Green - UKA00575,no2,57,µg/m³,11/26/2023 19:00
Sheffield Devonshire Green - UKA00575,no2,57,µg/m³,11/26/2023 20:00
Sheffield Devonshire Green - UKA00575,no2,51,µg/m³,11/26/2023 21:00
Sheffield Devonshire Green - UKA00575,no2,41,µg/m³,11/26/2023 23:00
Sheffield Devonshire Green - UKA00575,no2,38,µg/m³,11/27/2023 0:00
Sheffield Devonshire Green - UKA00575,no2,31,µg/m³,11/27/2023 2:00
Sheffield Devonshire Green - UKA00575,no2,31,µg/m³,11/27/2023 3:00
Sheffield Devonshire Green - UKA00575,no2,27,µg/m³,11/27/2023 4:00
Sheffield Devonshire Green - UKA00575,no2,27,µg/m³,11/27/2023 5:00
Sheffield Devonshire Green - UKA00575,no2,35,µg/m³,11/27/2023 6:00
Sheffield Devonshire Green - UKA00575,no2,40,µg/m³,11/27/2023 7:00
Sheffield Devonshire Green - UKA00575,no2,37,µg/m³,11/27/2023 8:00
Sheffield Devonshire Green - UKA00575,no2,38,µg/m³,11/27/2023 9:00
Sheffield Devonshire Green - UKA00575,no2,39,µg/m³,11/27/2023 10:00
Sheffield Devonshire Green - UKA00575,no2,23,µg/m³,11/27/2023 11:00
Sheffield Devonshire Green - UKA00575,no2,23,µg/m³,11/27/2023 12:00
Sheffield Devonshire Green - UKA00575,no2,21,µg/m³,11/27/2023 13:00
Sheffield Devonshire Green - UKA00575,no2,18,µg/m³,11/27/2023 14:00
Sheffield Devonshire Green - UKA00575,no2,18,µg/m³,11/27/2023 15:00
Sheffield Devonshire Green - UKA00575,no2,19,µg/m³,11/27/2023 16:00
Sheffield Devonshire Green - UKA00575,no2,19,µg/m³,11/27/2023 17:00
Sheffield Devonshire Green - UKA00575,no2,18,µg/m³,11/27/2023 18:00
Sheffield Devonshire Green - UKA00575,no2,22,µg/m³,11/27/2023 19:00
Sheffield Devonshire Green - UKA00575,no2,15,µg/m³,11/27/2023 20:00
Sheffield Devonshire Green - UKA00575,no2,15,µg/m³,11/27/2023 21:00
Sheffield Devonshire Green - UKA00575,no2,14,µg/m³,11/27/2023 22:00
Sheffield Devonshire Green - UKA00575,no2,14,µg/m³,11/27/2023 23:00
Sheffield Devonshire Green - UKA00575,no2,10,µg/m³,11/28/2023 0:00
Sheffield Devonshire Green - UKA00575,no2,9,µg/m³,11/28/2023 2:00
Sheffield Devonshire Green - UKA00575,no2,9,µg/m³,11/28/2023 3:00
Sheffield Devonshire Green - UKA00575,no2,10,µg/m³,11/28/2023 4:00
Sheffield Devonshire Green - UKA00575,no2,10,µg/m³,11/28/2023 5:00
Sheffield Devonshire Green - UKA00575,no2,9,µg/m³,11/28/2023 6:00
Sheffield Devonshire Green - UKA00575,no2,14,µg/m³,11/28/2023 7:00
Sheffield Devonshire Green - UKA00575,no2,27,µg/m³,11/28/2023 8:00
Sheffield Devonshire Green - UKA00575,no2,40,µg/m³,11/28/2023 9:00
Sheffield Devonshire Green - UKA00575,no2,37,µg/m³,11/28/2023 10:00
Sheffield Devonshire Green - UKA00575,no2,13,µg/m³,11/28/2023 11:00
Sheffield Devonshire Green - UKA00575,no2,10,µg/m³,11/28/2023 12:00
Sheffield Devonshire Green - UKA00575,no2,10,µg/m³,11/28/2023 13:00
Sheffield Devonshire Green - UKA00575,no2,10,µg/m³,11/28/2023 14:00
Sheffield Devonshire Green - UKA00575,no2,23,µg/m³,11/28/2023 15:00
Sheffield Devonshire Green - UKA00575,no2,25,µg/m³,11/28/2023 16:00
Sheffield Devonshire Green - UKA00575,no2,23,µg/m³,11/28/2023 17:00
Sheffield Devonshire Green - UKA00575,no2,28,µg/m³,11/28/2023 18:00
Sheffield Devonshire Green - UKA00575,no2,27,µg/m³,11/28/2023 19:00
Sheffield Devonshire Green - UKA00575,no2,35,µg/m³,11/28/2023 20:00
Sheffield Devonshire Green - UKA00575,no2,29,µg/m³,11/28/2023 21:00
Sheffield Devonshire Green - UKA00575,no2,25,µg/m³,11/28/2023 22:00
Sheffield Devonshire Green - UKA00575,no2,25,µg/m³,11/28/2023 23:00
Sheffield Devonshire Green - UKA00575,no2,21,µg/m³,11/29/2023 0:00
Sheffield Devonshire Green - UKA00575,no2,8,µg/m³,11/29/2023 2:00
Sheffield Devonshire Green - UKA00575,no2,8,µg/m³,11/29/2023 3:00
Sheffield Devonshire Green - UKA00575,no2,8,µg/m³,11/29/2023 4:00
Sheffield Devonshire Green - UKA00575,no2,8,µg/m³,11/29/2023 5:00
Sheffield Devonshire Green - UKA00575,no2,25,µg/m³,11/29/2023 6:00
Sheffield Devonshire Green - UKA00575,no2,42,µg/m³,11/29/2023 7:00
Sheffield Devonshire Green - UKA00575,no2,54,µg/m³,11/29/2023 8:00
Sheffield Devonshire Green - UKA00575,no2,60,µg/m³,11/29/2023 9:00
Sheffield Devonshire Green - UKA00575,no2,63,µg/m³,11/29/2023 10:00
Sheffield Devonshire Green - UKA00575,no2,28,µg/m³,11/29/2023 11:00
Sheffield Devonshire Green - UKA00575,no2,12,µg/m³,11/29/2023 12:00
Sheffield Devonshire Green - UKA00575,no2,9,µg/m³,11/29/2023 13:00
Sheffield Devonshire Green - UKA00575,no2,12,µg/m³,11/29/2023 14:00
Sheffield Devonshire Green - UKA00575,no2,20,µg/m³,11/29/2023 15:00
Sheffield Devonshire Green - UKA00575,no2,31,µg/m³,11/29/2023 16:00
Sheffield Devonshire Green - UKA00575,no2,35,µg/m³,11/29/2023 17:00
Sheffield Devonshire Green - UKA00575,no2,48,µg/m³,11/29/2023 18:00
Sheffield Devonshire Green - UKA00575,no2,49,µg/m³,11/29/2023 19:00
Sheffield Devonshire Green - UKA00575,no2,57,µg/m³,11/29/2023 20:00
Sheffield Devonshire Green - UKA00575,no2,53,µg/m³,11/29/2023 21:00
Sheffield Devonshire Green - UKA00575,no2,50,µg/m³,11/29/2023 22:00
Sheffield Devonshire Green - UKA00575,no2,50,µg/m³,11/29/2023 23:00
Sheffield Devonshire Green - UKA00575,no2,24,µg/m³,11/30/2023 0:00
Sheffield Devonshire Green - UKA00575,no2,7,µg/m³,11/30/2023 2:00
Sheffield Devonshire Green - UKA00575,no2,7,µg/m³,11/30/2023 3:00
Sheffield Devonshire Green - UKA00575,no2,19,µg/m³,11/30/2023 12:00
Sheffield Devonshire Green - UKA00575,no2,20,µg/m³,11/30/2023 13:00
Sheffield Devonshire Green - UKA00575,no2,21,µg/m³,11/30/2023 14:00
Sheffield Devonshire Green - UKA00575,no2,23,µg/m³,11/30/2023 15:00
Sheffield Devonshire Green - UKA00575,no2,24,µg/m³,11/30/2023 16:00
Sheffield Devonshire Green - UKA00575,no2,32,µg/m³,11/30/2023 17:00
Sheffield Devonshire Green - UKA00575,no2,31,µg/m³,11/30/2023 18:00
Sheffield Devonshire Green - UKA00575,no2,34,µg/m³,11/30/2023 19:00
Sheffield Devonshire Green - UKA00575,no2,33,µg/m³,11/30/2023 20:00
Sheffield Devonshire Green - UKA00575,no2,25,µg/m³,11/30/2023 21:00
Sheffield Devonshire Green - UKA00575,no2,28,µg/m³,11/30/2023 22:00
Sheffield Devonshire Green - UKA00575,no2,28,µg/m³,11/30/2023 23:00
Sheffield Devonshire Green - UKA00575,no2,18,µg/m³,12/1/2023 0:00
Sheffield Devonshire Green - UKA00575,no2,16,µg/m³,12/1/2023 2:00
Sheffield Devonshire Green - UKA00575,no2,16,µg/m³,12/1/2023 3:00
Sheffield Devonshire Green - UKA00575,no2,13,µg/m³,12/1/2023 4:00
Sheffield Devonshire Green - UKA00575,no2,13,µg/m³,12/1/2023 5:00
Sheffield Devonshire Green - UKA00575,no2,9,µg/m³,12/1/2023 6:00
Sheffield Devonshire Green - UKA00575,no2,11,µg/m³,12/1/2023 7:00
Sheffield Devonshire Green - UKA00575,no2,17,µg/m³,12/1/2023 8:00
Sheffield Devonshire Green - UKA00575,no2,25,µg/m³,12/1/2023 9:00
Sheffield Devonshire Green - UKA00575,no2,35,µg/m³,12/1/2023 10:00
Sheffield Devonshire Green - UKA00575,no2,22,µg/m³,12/1/2023 11:00
Sheffield Devonshire Green - UKA00575,no2,16,µg/m³,12/1/2023 12:00
Sheffield Devonshire Green - UKA00575,no2,14,µg/m³,12/1/2023 13:00
Sheffield Devonshire Green - UKA00575,no2,20,µg/m³,12/1/2023 14:00
Sheffield Devonshire Green - UKA00575,no2,24,µg/m³,12/1/2023 15:00
Sheffield Devonshire Green - UKA00575,no2,35,µg/m³,12/1/2023 16:00
Sheffield Devonshire Green - UKA00575,no2,37,µg/m³,12/1/2023 17:00
Sheffield Devonshire Green - UKA00575,no2,46,µg/m³,12/1/2023 18:00
Sheffield Devonshire Green - UKA00575,no2,41,µg/m³,12/1/2023 19:00
Sheffield Devonshire Green - UKA00575,no2,40,µg/m³,12/1/2023 20:00
Sheffield Devonshire Green - UKA00575,no2,41,µg/m³,12/1/2023 21:00
Sheffield Devonshire Green - UKA00575,no2,45,µg/m³,12/1/2023 22:00
Sheffield Devonshire Green - UKA00575,no2,45,µg/m³,12/1/2023 23:00
Sheffield Devonshire Green - UKA00575,no2,37,µg/m³,12/2/2023 0:00
Sheffield Devonshire Green - UKA00575,no2,30,µg/m³,12/2/2023 2:00
Sheffield Devonshire Green - UKA00575,no2,30,µg/m³,12/2/2023 3:00
Sheffield Devonshire Green - UKA00575,no2,30,µg/m³,12/2/2023 4:00
Sheffield Devonshire Green - UKA00575,no2,30,µg/m³,12/2/2023 5:00
Sheffield Devonshire Green - UKA00575,no2,25,µg/m³,12/2/2023 6:00
Sheffield Devonshire Green - UKA00575,no2,25,µg/m³,12/2/2023 7:00
Sheffield Devonshire Green - UKA00575,no2,28,µg/m³,12/2/2023 8:00
Sheffield Devonshire Green - UKA00575,no2,36,µg/m³,12/2/2023 9:00
Sheffield Devonshire Green - UKA00575,no2,43,µg/m³,12/2/2023 10:00
Sheffield Devonshire Green - UKA00575,no2,38,µg/m³,12/2/2023 11:00
Sheffield Devonshire Green - UKA00575,no2,22,µg/m³,12/2/2023 12:00
Sheffield Devonshire Green - UKA00575,no2,18,µg/m³,12/2/2023 13:00
Sheffield Devonshire Green - UKA00575,no2,30,µg/m³,12/2/2023 14:00
