location_name,parameter,value,unit,datetimeLocal
Sheffield Devonshire Green - UKA00575,o3,70,µg/m³,12/26/2023 0:00
Sheffield Devonshire Green - UKA00575,o3,72,µg/m³,12/26/2023 2:00
Sheffield Devonshire Green - UKA00575,o3,73,µg/m³,12/26/2023 3:00
Sheffield Devonshire Green - UKA00575,o3,73,µg/m³,12/26/2023 4:00
Sheffield Devonshire Green - UKA00575,o3,74,µg/m³,12/26/2023 5:00
Sheffield Devonshire Green - UKA00575,o3,73,µg/m³,12/26/2023 6:00
Sheffield Devonshire Green - UKA00575,o3,73,µg/m³,12/26/2023 7:00
Sheffield Devonshire Green - UKA00575,o3,72,µg/m³,12/26/2023 8:00
Sheffield Devonshire Green - UKA00575,o3,71,µg/m³,12/26/2023 9:00
Sheffield Devonshire Green - UKA00575,o3,70,µg/m³,12/26/2023 10:00
Sheffield Devonshire Green - UKA00575,o3,70,µg/m³,12/26/2023 11:00
Sheffield Devonshire Green - UKA00575,o3,68,µg/m³,12/26/2023 12:00
Sheffield Devonshire Green - UKA00575,o3,66,µg/m³,12/26/2023 13:00
Sheffield Devonshire Green - UKA00575,o3,64,µg/m³,12/26/2023 14:00
Sheffield Devonshire Green - UKA00575,o3,62,µg/m³,12/26/2023 15:00
Sheffield Devonshire Green - UKA00575,o3,59,µg/m³,12/26/2023 16:00
Sheffield Devonshire Green - UKA00575,o3,54,µg/m³,12/26/2023 17:00
Sheffield Devonshire Green - UKA00575,o3,46,µg/m³,12/26/2023 18:00
Sheffield Devonshire Green - UKA00575,o3,39,µg/m³,12/26/2023 19:00
Sheffield Devonshire Green - UKA00575,o3,31,µg/m³,12/26/2023 20:00
Sheffield Devonshire Green - UKA00575,o3,25,µg/m³,12/26/2023 21:00
Sheffield Devonshire Green - UKA00575,o3,20,µg/m³,12/26/2023 22:00
Sheffield Devonshire Green - UKA00575,o3,15,µg/m³,12/26/2023 23:00
Sheffield Devonshire Green - UKA00575,o3,9,µg/m³,12/27/2023 0:00
Sheffield Devonshire Green - UKA00575,o3,11,µg/m³,12/27/2023 2:00
Sheffield Devonshire Green - UKA00575,o3,11,µg/m³,12/27/2023 3:00
Sheffield Devonshire Green - UKA00575,o3,20,µg/m³,12/27/2023 4:00
Sheffield Devonshire Green - UKA00575,o3,22,µg/m³,12/27/2023 5:00
Sheffield Devonshire Green - UKA00575,o3,29,µg/m³,12/27/2023 6:00
Sheffield Devonshire Green - UKA00575,o3,33,µg/m³,12/27/2023 7:00
Sheffield Devonshire Green - UKA00575,o3,37,µg/m³,12/27/2023 8:00
Sheffield Devonshire Green - UKA00575,o3,41,µg/m³,12/27/2023 9:00
Sheffield Devonshire Green - UKA00575,o3,41,µg/m³,12/27/2023 10:00
Sheffield Devonshire Green - UKA00575,o3,42,µg/m³,12/27/2023 11:00
Sheffield Devonshire Green - UKA00575,o3,43,µg/m³,12/27/2023 12:00
Sheffield Devonshire Green - UKA00575,o3,45,µg/m³,12/27/2023 13:00
Sheffield Devonshire Green - UKA00575,o3,47,µg/m³,12/27/2023 14:00
Sheffield Devonshire Green - UKA00575,o3,50,µg/m³,12/27/2023 15:00
Sheffield Devonshire Green - UKA00575,o3,53,µg/m³,12/27/2023 16:00
Sheffield Devonshire Green - UKA00575,o3,58,µg/m³,12/27/2023 17:00
Sheffield Devonshire Green - UKA00575,o3,62,µg/m³,12/27/2023 18:00
Sheffield Devonshire Green - UKA00575,o3,65,µg/m³,12/27/2023 19:00
Sheffield Devonshire Green - UKA00575,o3,66,µg/m³,12/27/2023 20:00
Sheffield Devonshire Green - UKA00575,o3,68,µg/m³,12/27/2023 21:00
Sheffield Devonshire Green - UKA00575,o3,69,µg/m³,12/27/2023 23:00
Sheffield Devonshire Green - UKA00575,o3,70,µg/m³,12/28/2023 0:00
Sheffield Devonshire Green - UKA00575,o3,71,µg/m³,12/28/2023 2:00
Sheffield Devonshire Green - UKA00575,o3,71,µg/m³,12/28/2023 3:00
Sheffield Devonshire Green - UKA00575,o3,72,µg/m³,12/28/2023 4:00
Sheffield Devonshire Green - UKA00575,o3,72,µg/m³,12/28/2023 5:00
Sheffield Devonshire Green - UKA00575,o3,73,µg/m³,12/28/2023 6:00
Sheffield Devonshire Green - UKA00575,o3,73,µg/m³,12/28/2023 7:00
Sheffield Devonshire Green - UKA00575,o3,73,µg/m³,12/28/2023 8:00
Sheffield Devonshire Green - UKA00575,o3,72,µg/m³,12/28/2023 9:00
Sheffield Devonshire Green - UKA00575,o3,72,µg/m³,12/28/2023 10:00
Sheffield Devonshire Green - UKA00575,o3,71,µg/m³,12/28/2023 11:00
Sheffield Devonshire Green - UKA00575,o3,70,µg/m³,12/28/2023 12:00
Sheffield Devonshire Green - UKA00575,o3,70,µg/m³,12/28/2023 13:00
Sheffield Devonshire Green - UKA00575,o3,70,µg/m³,12/28/2023 14:00
Sheffield Devonshire Green - UKA00575,o3,70,µg/m³,12/28/2023 15:00
Sheffield Devonshire Green - UKA00575,o3,69,µg/m³,12/28/2023 16:00
Sheffield Devonshire Green - UKA00575,o3,67,µg/m³,12/28/2023 17:00
Sheffield Devonshire Green - UKA00575,o3,66,µg/m³,12/28/2023 18:00
Sheffield Devonshire Green - UKA00575,o3,65,µg/m³,12/28/2023 19:00
Sheffield Devonshire Green - UKA00575,o3,64,µg/m³,12/28/2023 20:00
Sheffield Devonshire Green - UKA00575,o3,64,µg/m³,12/28/2023 21:00
Sheffield Devonshire Green - UKA00575,o3,62,µg/m³,12/28/2023 23:00
Sheffield Devonshire Green - UKA00575,o3,64,µg/m³,12/29/2023 0:00
Sheffield Devonshire Green - UKA00575,o3,66,µg/m³,12/29/2023 2:00
Sheffield Devonshire Green - UKA00575,o3,67,µg/m³,12/29/2023 3:00
Sheffield Devonshire Green - UKA00575,o3,67,µg/m³,12/29/2023 4:00
Sheffield Devonshire Green - UKA00575,o3,68,µg/m³,12/29/2023 5:00
Sheffield Devonshire Green - UKA00575,o3,68,µg/m³,12/29/2023 6:00
Sheffield Devonshire Green - UKA00575,o3,68,µg/m³,12/29/2023 7:00
Sheffield Devonshire Green - UKA00575,o3,68,µg/m³,12/29/2023 8:00
Sheffield Devonshire Green - UKA00575,o3,67,µg/m³,12/29/2023 9:00
Sheffield Devonshire Green - UKA00575,o3,66,µg/m³,12/29/2023 10:00
Sheffield Devonshire Green - UKA00575,o3,65,µg/m³,12/29/2023 11:00
Sheffield Devonshire Green - UKA00575,o3,64,µg/m³,12/29/2023 12:00
Sheffield Devonshire Green - UKA00575,o3,63,µg/m³,12/29/2023 13:00
Sheffield Devonshire Green - UKA00575,o3,62,µg/m³,12/29/2023 14:00
Sheffield Devonshire Green - UKA00575,o3,60,µg/m³,12/29/2023 15:00
Sheffield Devonshire Green - UKA00575,o3,58,µg/m³,12/29/2023 16:00
Sheffield Devonshire Green - UKA00575,o3,57,µg/m³,12/29/2023 17:00
Sheffield Devonshire Green - UKA00575,o3,56,µg/m³,12/29/2023 18:00
Sheffield Devonshire Green - UKA00575,o3,56,µg/m³,12/29/2023 19:00
Sheffield Devonshire Green - UKA00575,o3,55,µg/m³,12/29/2023 20:00
Sheffield Devonshire Green - UKA00575,o3,55,µg/m³,12/29/2023 21:00
Sheffield Devonshire Green - UKA00575,o3,56,µg/m³,12/29/2023 23:00
Sheffield Devonshire Green - UKA00575,o3,56,µg/m³,12/30/2023 0:00
Sheffield Devonshire Green - UKA00575,o3,57,µg/m³,12/30/2023 4:00
Sheffield Devonshire Green - UKA00575,o3,57,µg/m³,12/30/2023 5:00
Sheffield Devonshire Green - UKA00575,o3,54,µg/m³,12/30/2023 6:00
Sheffield Devonshire Green - UKA00575,o3,52,µg/m³,12/30/2023 7:00
Sheffield Devonshire Green - UKA00575,o3,50,µg/m³,12/30/2023 8:00
Sheffield Devonshire Green - UKA00575,o3,47,µg/m³,12/30/2023 9:00
Sheffield Devonshire Green - UKA00575,o3,44,µg/m³,12/30/2023 10:00
Sheffield Devonshire Green - UKA00575,o3,39,µg/m³,12/30/2023 11:00
Sheffield Devonshire Green - UKA00575,o3,33,µg/m³,12/30/2023 12:00
Sheffield Devonshire Green - UKA00575,o3,30,µg/m³,12/30/2023 13:00
Sheffield Devonshire Green - UKA00575,o3,28,µg/m³,12/30/2023 14:00
