city,location_name,month,year,no2,o3,pm10,pm25,so2
Sheffield,Sheffield Devonshire Green - UKA00575,2023-01-01T00:00:00Z,2023,26.043478260869566,19.043478260869566,10.217391304347826,7.608695652173913,NA
Sheffield,Sheffield Devonshire Green - UKA00575,2023-02-01T00:00:00Z,2023,25.114285714285714,17.235294117647058,16.08695652173913,13.565217391304348,NA
Sheffield,Sheffield Devonshire Green - UKA00575,2023-03-01T00:00:00Z,2023,14.444444444444445,33.638888888888886,9.161290322580646,7.290322580645161,NA
Sheffield,Sheffield Devonshire Green - UKA00575,2023-04-01T00:00:00Z,2023,27.071428571428573,19.452380952380953,9.857142857142858,7.833333333333333,NA
Sheffield,Sheffield Devonshire Green - UKA00575,2023-05-01T00:00:00Z,2023,16.625,37.775,11,8.725,NA
Sheffield,Sheffield Devonshire Green - UKA00575,2023-06-01T00:00:00Z,2023,28.136363636363637,21.09090909090909,13.272727272727273,9.704545454545455,NA
Sheffield,Sheffield Devonshire Green - UKA00575,2023-07-01T00:00:00Z,2023,17.391304347826086,30.565217391304348,11.608695652173912,8.130434782608695,NA
Sheffield,Sheffield Devonshire Green - UKA00575,2023-08-01T00:00:00Z,2023,16.09090909090909,38.52272727272727,9.954545454545455,6.386363636363637,NA
Sheffield,Sheffield Devonshire Green - UKA00575,2023-09-01T00:00:00Z,2023,12.590909090909092,47.36363636363637,11.295454545454545,6.386363636363637,NA
Sheffield,Sheffield Devonshire Green - UKA00575,2023-10-01T00:00:00Z,2023,14.666666666666666,49.4,8.355555555555556,4.688888888888889,NA
Sheffield,Sheffield Devonshire Green - UKA00575,2023-11-01T00:00:00Z,2023,21.88888888888889,42.355555555555554,7.7555555555555555,4.888888888888889,NA
Sheffield,Sheffield Devonshire Green - UKA00575,2023-12-01T00:00:00Z,2023,29.931818181818183,9.477272727272727,16.386363636363637,13.045454545454545,NA
Sheffield,Sheffield Devonshire Green - UKA00575,2024-01-01T00:00:00Z,2024,17.907692307692308,48.53846153846154,9.28888888888889,4.7555555555555555,NA
Sheffield,Sheffield Devonshire Green - UKA00575,2024-02-01T00:00:00Z,2024,26.985507246376812,39.6231884057971,8.96078431372549,6.313725490196078,NA
Sheffield,Sheffield Devonshire Green - UKA00575,2024-03-01T00:00:00Z,2024,22.952380952380953,46.61904761904762,6.417910447761194,4.776119402985074,NA
Sheffield,Sheffield Devonshire Green - UKA00575,2024-04-01T00:00:00Z,2024,25.558441558441558,39.064935064935064,10.029850746268657,6.701492537313433,NA
Sheffield,Sheffield Devonshire Green - UKA00575,2024-05-01T00:00:00Z,2024,23.46511627906977,46.151162790697676,16.545454545454547,9.121212121212121,NA
Sheffield,Sheffield Devonshire Green - UKA00575,2024-06-01T00:00:00Z,2024,25.337078651685392,35.977777777777774,13.954545454545455,9.454545454545455,NA
Sheffield,Sheffield Devonshire Green - UKA00575,2024-07-01T00:00:00Z,2024,19.953488372093023,38.627906976744185,18.432835820895523,13.313432835820896,NA
Sheffield,Sheffield Devonshire Green - UKA00575,2024-08-01T00:00:00Z,2024,19.753246753246753,37.246753246753244,19.19298245614035,13.105263157894736,NA
Sheffield,Sheffield Devonshire Green - UKA00575,2024-09-01T00:00:00Z,2024,22.36111111111111,40.31944444444444,20.017857142857142,13.303571428571429,NA
Sheffield,Sheffield Devonshire Green - UKA00575,2024-10-01T00:00:00Z,2024,25.5,32.3625,25.79245283018868,19.735849056603772,NA
Sheffield,Sheffield Devonshire Green - UKA00575,2024-11-01T00:00:00Z,2024,19.605263157894736,40.31578947368421,19.83050847457627,15.915254237288135,NA
Sheffield,Sheffield Devonshire Green - UKA00575,2024-12-01T00:00:00Z,2024,16.518987341772153,42.432432432432435,15.63265306122449,11.755102040816327,NA
Sheffield,Sheffield Devonshire Green - UKA00575,2025-01-01T00:00:00Z,2025,17.91023942093541,42.551223348214286,12.10759493670886,6.462025316455696,NA
Sheffield,Sheffield Devonshire Green - UKA00575,2025-02-01T00:00:00Z,2025,18.21714362850972,43.84305107991361,11.69375,6.4,NA
Sheffield,Sheffield Devonshire Green - UKA00575,2025-03-01T00:00:00Z,2025,9.546454802259888,50.50377660818713,12.04368932038835,6.805825242718447,NA
Sheffield,Sheffield Devonshire Green - UKA00575,2025-04-01T00:00:00Z,2025,8.533253105590061,50.2072090647482,12.061338289962825,7.267657992565056,NA
Sheffield,Sheffield Devonshire Green - UKA00575,2025-05-01T00:00:00Z,2025,7.423313524590164,62.59179877133106,12.973109243697479,6.605042016806722,NA
Sheffield,Sheffield Devonshire Green - UKA00575,2025-06-01T00:00:00Z,2025,9.012423469387755,58.33893807468124,10.815929203539824,5.67433628318584,NA
Sheffield,Sheffield Devonshire Green - UKA00575,2025-07-01T00:00:00Z,2025,9.872246287128712,46.21806686666667,10.246100519930676,6.185441941074523,NA
Sheffield,Sheffield Devonshire Green - UKA00575,2025-08-01T00:00:00Z,2025,10.888782310177707,52.57698772652389,11.869346733668342,6.266331658291457,NA
Sheffield,Sheffield Devonshire Green - UKA00575,2025-09-01T00:00:00Z,2025,14.67028431372549,41.041621491053675,9.961977186311787,5.733840304182509,NA
Sheffield,Sheffield Devonshire Green - UKA00575,2025-10-01T00:00:00Z,2025,18.16894518272425,40.22206162988115,12.914798206278027,8.733183856502242,NA
Sheffield,Sheffield Devonshire Green - UKA00575,2025-11-01T00:00:00Z,2025,17.70941502463054,45.28360123076923,14.056603773584905,8.031446540880504,NA
Sheffield,Sheffield Devonshire Green - UKA00575,2025-12-01T00:00:00Z,2025,16.24843344155844,52.526820299401194,18.6625,10.6,NA
Sheffield,Sheffield Devonshire Green - UKA00575,NA,NA,14.680292764135356,49.2447933477855,11.216615938967582,6.770421882060045,NA
