location_name,datetimeLocal,unit,no2,o3,pm10,pm25,city,so2,,,,,
Hull Freetown - UKA00450,2023-10-20T23:19:00Z,µg/m³,33,45,9,6,Hull,3,,,,,
Hull Freetown - UKA00450,2023-10-20T23:21:00Z,µg/m³,45,35,9,6,Hull,4,,,,,
Hull Freetown - UKA00450,2023-10-20T23:22:00Z,µg/m³,29,31,10,6,Hull,3,,,,,
Hull Freetown - UKA00450,2023-10-20T23:23:00Z,µg/m³,26,28,10,7,Hull,3,,,,,
Hull Freetown - UKA00450,2023-11-20T23:00:00Z,µg/m³,28,25,10,7,Hull,3,,,,,
Hull Freetown - UKA00450,2023-11-20T23:01:00Z,µg/m³,19,25,12,7,Hull,3,,,,,
Hull Freetown - UKA00450,2023-11-20T23:02:00Z,µg/m³,18,23,13,7,Hull,3,,,,,
Hull Freetown - UKA00450,2023-11-20T23:03:00Z,µg/m³,17,24,13,7,Hull,1,,,,,
Hull Freetown - UKA00450,2023-11-20T23:04:00Z,µg/m³,9,28,13,7,Hull,2,,,,,
Hull Freetown - UKA00450,2023-11-20T23:05:00Z,µg/m³,11,32,13,7,Hull,1,,,,,
Hull Freetown - UKA00450,2023-11-20T23:06:00Z,µg/m³,4,35,13,7,Hull,1,,,,,
Hull Freetown - UKA00450,2023-11-20T23:07:00Z,µg/m³,3,38,12,7,Hull,1,,,,,
Hull Freetown - UKA00450,2023-11-20T23:08:00Z,µg/m³,4,41,12,7,Hull,2,,,,,
Hull Freetown - UKA00450,2023-11-20T23:09:00Z,µg/m³,6,43,12,6,Hull,2,,,,,
Hull Freetown - UKA00450,2023-11-20T23:10:00Z,µg/m³,7,45,11,6,Hull,4,,,,,
Hull Freetown - UKA00450,2023-11-20T23:11:00Z,µg/m³,6,46,11,6,Hull,4,,,,,
Hull Freetown - UKA00450,2023-11-20T23:12:00Z,µg/m³,6,47,11,6,Hull,4,,,,,
Hull Freetown - UKA00450,2023-11-20T23:13:00Z,µg/m³,5,48,11,6,Hull,4,,,,,
Hull Freetown - UKA00450,2023-11-20T23:14:00Z,µg/m³,7,48,11,6,Hull,3,,,,,
Hull Freetown - UKA00450,2023-11-20T23:15:00Z,µg/m³,8,48,11,6,Hull,3,,,,,
Hull Freetown - UKA00450,2023-11-20T23:16:00Z,µg/m³,15,46,11,6,Hull,4,,,,,
Hull Freetown - UKA00450,2023-11-20T23:17:00Z,µg/m³,37,42,11,6,Hull,4,,,,,
Hull Freetown - UKA00450,2023-11-20T23:18:00Z,µg/m³,55,37,12,7,Hull,7,,,,,
Hull Freetown - UKA00450,2023-11-20T23:19:00Z,µg/m³,59,31,13,7,Hull,7,,,,,
Hull Freetown - UKA00450,2023-11-20T23:20:00Z,µg/m³,53,26,14,8,Hull,7,,,,,
Hull Freetown - UKA00450,2023-11-20T23:21:00Z,µg/m³,53,20,15,9,Hull,9,,,,,
Hull Freetown - UKA00450,2023-11-20T23:22:00Z,µg/m³,46,14,16,11,Hull,7,,,,,
Hull Freetown - UKA00450,2023-11-20T23:23:00Z,µg/m³,47,8,19,13,Hull,7,,,,,
Hull Freetown - UKA00450,2023-12-20T23:00:00Z,µg/m³,42,4,21,15,Hull,8,,,,,
Hull Freetown - UKA00450,2023-12-20T23:01:00Z,µg/m³,39,3,22,17,Hull,8,,,,,
Hull Freetown - UKA00450,2023-12-20T23:02:00Z,µg/m³,33,3,22,18,Hull,8,,,,,
Hull Freetown - UKA00450,2023-12-20T23:03:00Z,µg/m³,30,3,24,19,Hull,7,,,,,
Hull Freetown - UKA00450,2023-12-20T23:04:00Z,µg/m³,27,2,24,20,Hull,6,,,,,
Hull Freetown - UKA00450,2023-12-20T23:05:00Z,µg/m³,25,2,25,20,Hull,5,,,,,
Hull Freetown - UKA00450,2023-12-20T23:06:00Z,µg/m³,22,2,26,21,Hull,6,,,,,
Hull Freetown - UKA00450,2023-12-20T23:07:00Z,µg/m³,24,2,26,21,Hull,6,,,,,
Hull Freetown - UKA00450,2023-12-20T23:08:00Z,µg/m³,24,1,27,22,Hull,6,,,,,
Hull Freetown - UKA00450,2023-12-20T23:09:00Z,µg/m³,28,1,27,22,Hull,7,,,,,
Hull Freetown - UKA00450,2023-12-20T23:10:00Z,µg/m³,31,1,27,22,Hull,6,,,,,
Hull Freetown - UKA00450,2023-12-20T23:11:00Z,µg/m³,28,2,29,23,Hull,7,,,,,
Hull Freetown - UKA00450,2023-12-20T23:12:00Z,µg/m³,38,3,30,24,Hull,7,,,,,
Hull Freetown - UKA00450,2023-12-20T23:13:00Z,µg/m³,37,4,30,24,Hull,6,,,,,
Hull Freetown - UKA00450,2023-12-20T23:14:00Z,µg/m³,27,6,30,24,Hull,5,,,,,
Hull Freetown - UKA00450,2023-12-20T23:15:00Z,µg/m³,21,10,30,24,Hull,3,,,,,
Hull Freetown - UKA00450,2023-12-20T23:16:00Z,µg/m³,28,14,30,24,Hull,4,,,,,
Hull Freetown - UKA00450,2023-12-20T23:17:00Z,µg/m³,23,18,30,24,Hull,4,,,,,
Hull Freetown - UKA00450,2023-12-20T23:18:00Z,µg/m³,24,22,29,23,Hull,4,,,,,
Hull Freetown - UKA00450,2023-12-20T23:19:00Z,µg/m³,27,24,28,23,Hull,4,,,,,
Hull Freetown - UKA00450,2023-12-20T23:20:00Z,µg/m³,20,29,27,22,Hull,4,,,,,
Hull Freetown - UKA00450,2023-12-20T23:21:00Z,µg/m³,9,34,25,20,Hull,4,,,,,
Hull Freetown - UKA00450,2023-12-20T23:22:00Z,µg/m³,8,37,23,18,Hull,4,,,,,
Hull Freetown - UKA00450,2023-12-20T23:23:00Z,µg/m³,10,38,21,16,Hull,4,,,,,
Hull Freetown - UKA00450,2023-01-20T23:00:00Z,µg/m³,10,28,7,4,Hull,2,,,,,
Hull Freetown - UKA00450,2023-01-20T23:01:00Z,µg/m³,11,31,7,4,Hull,1,,,,,
Hull Freetown - UKA00450,2023-01-20T23:02:00Z,µg/m³,7,33,7,4,Hull,1,,,,,
Hull Freetown - UKA00450,2023-01-20T23:03:00Z,µg/m³,7,36,7,5,Hull,2,,,,,
Hull Freetown - UKA00450,2023-01-20T23:04:00Z,µg/m³,7,38,7,5,Hull,2,,,,,
Hull Freetown - UKA00450,2023-01-20T23:05:00Z,µg/m³,8,40,7,5,Hull,2,,,,,
Hull Freetown - UKA00450,2023-01-20T23:06:00Z,µg/m³,13,39,7,5,Hull,2,,,,,
Hull Freetown - UKA00450,2023-01-20T23:07:00Z,µg/m³,22,38,7,5,Hull,1,,,,,
Hull Freetown - UKA00450,2023-01-20T23:08:00Z,µg/m³,32,35,7,5,Hull,1,,,,,
Hull Freetown - UKA00450,2023-01-20T23:09:00Z,µg/m³,47,31,7,5,Hull,2,,,,,
Hull Freetown - UKA00450,2023-01-20T23:10:00Z,µg/m³,52,27,8,5,Hull,3,,,,,
Hull Freetown - UKA00450,2023-01-20T23:11:00Z,µg/m³,24,26,7,5,Hull,2,,,,,
Hull Freetown - UKA00450,2023-01-20T23:12:00Z,µg/m³,21,25,7,5,Hull,3,,,,,
Hull Freetown - UKA00450,2023-01-20T23:13:00Z,µg/m³,22,24,7,5,Hull,2,,,,,
Hull Freetown - UKA00450,2023-01-20T23:14:00Z,µg/m³,23,24,8,5,Hull,3,,,,,
Hull Freetown - UKA00450,2023-01-20T23:15:00Z,µg/m³,22,25,7,5,Hull,2,,,,,
Hull Freetown - UKA00450,2023-01-20T23:16:00Z,µg/m³,35,26,7,5,Hull,2,,,,,
Hull Freetown - UKA00450,2023-01-20T23:17:00Z,µg/m³,46,28,7,5,Hull,2,,,,,
Hull Freetown - UKA00450,2023-01-20T23:18:00Z,µg/m³,64,28,8,5,Hull,3,,,,,
Hull Freetown - UKA00450,2023-01-20T23:19:00Z,µg/m³,65,25,9,6,Hull,4,,,,,
Hull Freetown - UKA00450,2023-01-20T23:20:00Z,µg/m³,48,23,9,6,Hull,2,,,,,
Hull Freetown - UKA00450,2023-01-20T23:21:00Z,µg/m³,26,22,8,6,Hull,2,,,,,
Hull Freetown - UKA00450,2023-01-20T23:22:00Z,µg/m³,41,20,9,7,Hull,2,,,,,
Hull Freetown - UKA00450,2023-01-20T23:23:00Z,µg/m³,51,16,10,7,Hull,3,,,,,
Hull Freetown - UKA00450,2023-02-20T23:00:00Z,µg/m³,34,14,10,7,Hull,3,,,,,
Hull Freetown - UKA00450,2023-02-20T23:01:00Z,µg/m³,27,13,10,8,Hull,2,,,,,
Hull Freetown - UKA00450,2023-02-20T23:02:00Z,µg/m³,37,12,11,8,Hull,2,,,,,
Hull Freetown - UKA00450,2023-02-20T23:03:00Z,µg/m³,33,12,11,8,Hull,2,,,,,
Hull Freetown - UKA00450,2023-02-20T23:04:00Z,µg/m³,30,11,12,9,Hull,2,,,,,
Hull Freetown - UKA00450,2023-02-20T23:05:00Z,µg/m³,37,8,12,9,Hull,2,,,,,
Hull Freetown - UKA00450,2023-02-20T23:06:00Z,µg/m³,35,7,13,9,Hull,3,,,,,
Hull Freetown - UKA00450,2023-02-20T23:07:00Z,µg/m³,35,7,13,10,Hull,3,,,,,
Hull Freetown - UKA00450,2023-02-20T23:08:00Z,µg/m³,NA,6,13,10,Hull,NA,,,,,
Hull Freetown - UKA00450,2023-02-20T23:09:00Z,µg/m³,32,6,13,10,Hull,2,,,,,
Hull Freetown - UKA00450,2023-02-20T23:10:00Z,µg/m³,32,6,13,10,Hull,2,,,,,
Hull Freetown - UKA00450,2023-02-20T23:11:00Z,µg/m³,33,6,13,10,Hull,2,,,,,
Hull Freetown - UKA00450,2023-02-20T23:12:00Z,µg/m³,35,7,13,11,Hull,3,,,,,
Hull Freetown - UKA00450,2023-02-20T23:13:00Z,µg/m³,37,8,14,12,Hull,3,,,,,
Hull Freetown - UKA00450,2023-02-20T23:14:00Z,µg/m³,37,9,15,12,Hull,3,,,,,
Hull Freetown - UKA00450,2023-02-20T23:15:00Z,µg/m³,35,10,15,13,Hull,2,,,,,
Hull Freetown - UKA00450,2023-02-20T23:16:00Z,µg/m³,40,10,15,13,Hull,2,,,,,
Hull Freetown - UKA00450,2023-02-20T23:17:00Z,µg/m³,43,10,16,13,Hull,2,,,,,
Hull Freetown - UKA00450,2023-02-20T23:18:00Z,µg/m³,41,11,16,13,Hull,2,,,,,
Hull Freetown - UKA00450,2023-02-20T23:19:00Z,µg/m³,40,11,15,13,Hull,2,,,,,
Hull Freetown - UKA00450,2023-02-20T23:20:00Z,µg/m³,35,11,16,14,Hull,2,,,,,
Hull Freetown - UKA00450,2023-02-20T23:21:00Z,µg/m³,32,11,16,14,Hull,2,,,,,
Hull Freetown - UKA00450,2023-02-20T23:22:00Z,µg/m³,29,11,16,14,Hull,2,,,,,
Hull Freetown - UKA00450,2023-02-20T23:23:00Z,µg/m³,29,12,16,14,Hull,2,,,,,
Hull Freetown - UKA00450,2023-03-20T23:00:00Z,µg/m³,22,13,16,14,Hull,2,,,,,
Hull Freetown - UKA00450,2023-03-20T23:01:00Z,µg/m³,20,15,17,14,Hull,1,,,,,
Hull Freetown - UKA00450,2023-03-20T23:02:00Z,µg/m³,24,16,17,15,Hull,2,,,,,
Hull Freetown - UKA00450,2023-03-20T23:03:00Z,µg/m³,30,16,17,15,Hull,2,,,,,
Hull Freetown - UKA00450,2023-03-20T23:04:00Z,µg/m³,22,18,17,15,Hull,2,,,,,
Hull Freetown - UKA00450,2023-03-20T23:05:00Z,µg/m³,20,19,17,15,Hull,2,,,,,
Hull Freetown - UKA00450,2023-03-20T23:06:00Z,µg/m³,20,21,17,15,Hull,1,,,,,
Hull Freetown - UKA00450,2023-03-20T23:07:00Z,µg/m³,15,24,16,15,Hull,1,,,,,
Hull Freetown - UKA00450,2023-03-20T23:08:00Z,µg/m³,13,26,16,15,Hull,2,,,,,
Hull Freetown - UKA00450,2023-03-20T23:09:00Z,µg/m³,18,27,16,15,Hull,1,,,,,
Hull Freetown - UKA00450,2023-03-20T23:10:00Z,µg/m³,24,29,16,15,Hull,1,,,,,
Hull Freetown - UKA00450,2023-03-20T23:11:00Z,µg/m³,18,31,16,14,Hull,2,,,,,
Hull Freetown - UKA00450,2023-03-20T23:12:00Z,µg/m³,35,31,16,14,Hull,2,,,,,
Hull Freetown - UKA00450,2023-03-20T23:13:00Z,µg/m³,37,29,16,14,Hull,2,,,,,
Hull Freetown - UKA00450,2023-04-20T23:02:00Z,µg/m³,17,14,21,18,Hull,2,,,,,
Hull Freetown - UKA00450,2023-04-20T23:03:00Z,µg/m³,16,16,21,18,Hull,2,,,,,
Hull Freetown - UKA00450,2023-04-20T23:04:00Z,µg/m³,14,18,21,18,Hull,2,,,,,
Hull Freetown - UKA00450,2023-04-20T23:05:00Z,µg/m³,15,21,21,18,Hull,2,,,,,
Hull Freetown - UKA00450,2023-04-20T23:06:00Z,µg/m³,14,24,21,18,Hull,2,,,,,
Hull Freetown - UKA00450,2023-04-20T23:07:00Z,µg/m³,21,26,21,18,Hull,2,,,,,
Hull Freetown - UKA00450,2023-04-20T23:08:00Z,µg/m³,22,29,21,18,Hull,2,,,,,
Hull Freetown - UKA00450,2023-04-20T23:09:00Z,µg/m³,30,30,21,18,Hull,2,,,,,
Hull Freetown - UKA00450,2023-04-20T23:10:00Z,µg/m³,20,33,21,18,Hull,2,,,,,
Hull Freetown - UKA00450,2023-04-20T23:11:00Z,µg/m³,20,34,22,18,Hull,2,,,,,
Hull Freetown - UKA00450,2023-04-20T23:12:00Z,µg/m³,23,38,21,17,Hull,2,,,,,
Hull Freetown - UKA00450,2023-04-20T23:13:00Z,µg/m³,40,38,20,17,Hull,2,,,,,
Hull Freetown - UKA00450,2023-04-20T23:14:00Z,µg/m³,27,39,20,16,Hull,2,,,,,
Hull Freetown - UKA00450,2023-04-20T23:15:00Z,µg/m³,28,39,19,16,Hull,2,,,,,
Hull Freetown - UKA00450,2023-04-20T23:16:00Z,µg/m³,39,37,19,15,Hull,2,,,,,
Hull Freetown - UKA00450,2023-04-20T23:17:00Z,µg/m³,47,34,18,14,Hull,3,,,,,
Hull Freetown - UKA00450,2023-04-20T23:18:00Z,µg/m³,35,33,17,13,Hull,3,,,,,
Hull Freetown - UKA00450,2023-04-20T23:19:00Z,µg/m³,24,31,16,12,Hull,2,,,,,
Hull Freetown - UKA00450,2023-04-20T23:20:00Z,µg/m³,18,30,15,12,Hull,2,,,,,
Hull Freetown - UKA00450,2023-04-20T23:21:00Z,µg/m³,16,31,14,11,Hull,2,,,,,
Hull Freetown - UKA00450,2023-05-20T23:04:00Z,µg/m³,5,55,11,7,Hull,2,,,,,
Hull Freetown - UKA00450,2023-05-20T23:05:00Z,µg/m³,4,57,11,7,Hull,2,,,,,
Hull Freetown - UKA00450,2023-05-20T23:07:00Z,µg/m³,7,58,11,6,Hull,1,,,,,
Hull Freetown - UKA00450,2023-05-20T23:08:00Z,µg/m³,17,57,12,7,Hull,2,,,,,
Hull Freetown - UKA00450,2023-05-20T23:10:00Z,µg/m³,23,55,12,7,Hull,2,,,,,
Hull Freetown - UKA00450,2023-05-20T23:11:00Z,µg/m³,18,54,12,7,Hull,2,,,,,
Hull Freetown - UKA00450,2023-05-20T23:12:00Z,µg/m³,16,52,12,7,Hull,2,,,,,
Hull Freetown - UKA00450,2023-05-20T23:13:00Z,µg/m³,12,50,12,7,Hull,2,,,,,
Hull Freetown - UKA00450,2023-05-20T23:14:00Z,µg/m³,12,49,12,7,Hull,2,,,,,
Hull Freetown - UKA00450,2023-05-20T23:15:00Z,µg/m³,15,48,12,7,Hull,2,,,,,
Hull Freetown - UKA00450,2023-05-20T23:16:00Z,µg/m³,16,47,12,7,Hull,2,,,,,
Hull Freetown - UKA00450,2023-05-20T23:17:00Z,µg/m³,27,44,12,7,Hull,2,,,,,
Hull Freetown - UKA00450,2023-05-20T23:18:00Z,µg/m³,36,42,13,7,Hull,2,,,,,
Hull Freetown - UKA00450,2023-05-20T23:19:00Z,µg/m³,37,39,13,7,Hull,2,,,,,
Hull Freetown - UKA00450,2023-05-20T23:21:00Z,µg/m³,19,35,13,7,Hull,2,,,,,
Hull Freetown - UKA00450,2023-05-20T23:22:00Z,µg/m³,20,33,13,7,Hull,2,,,,,
Hull Freetown - UKA00450,2023-05-20T23:23:00Z,µg/m³,20,32,13,7,Hull,2,,,,,
Hull Freetown - UKA00450,2023-06-20T23:00:00Z,µg/m³,15,31,13,7,Hull,2,,,,,
Hull Freetown - UKA00450,2023-06-20T23:02:00Z,µg/m³,8,34,12,6,Hull,1,,,,,
Hull Freetown - UKA00450,2023-06-20T23:03:00Z,µg/m³,13,36,12,6,Hull,1,,,,,
Hull Freetown - UKA00450,2023-06-20T23:04:00Z,µg/m³,22,35,12,6,Hull,1,,,,,
Hull Freetown - UKA00450,2023-06-20T23:05:00Z,µg/m³,31,32,12,6,Hull,2,,,,,
Hull Freetown - UKA00450,2023-06-20T23:06:00Z,µg/m³,47,29,12,6,Hull,2,,,,,
Hull Freetown - UKA00450,2023-06-20T23:07:00Z,µg/m³,55,25,11,6,Hull,3,,,,,
Hull Freetown - UKA00450,2023-06-20T23:08:00Z,µg/m³,72,21,11,6,Hull,8,,,,,
Hull Freetown - UKA00450,2023-06-20T23:09:00Z,µg/m³,81,17,11,6,Hull,10,,,,,
Hull Freetown - UKA00450,2023-06-20T23:10:00Z,µg/m³,82,13,11,6,Hull,13,,,,,
Hull Freetown - UKA00450,2023-06-20T23:11:00Z,µg/m³,71,9,12,7,Hull,8,,,,,
Hull Freetown - UKA00450,2023-06-20T23:12:00Z,µg/m³,66,8,13,7,Hull,6,,,,,
Hull Freetown - UKA00450,2023-06-20T23:13:00Z,µg/m³,65,7,13,8,Hull,6,,,,,
Hull Freetown - UKA00450,2023-06-20T23:14:00Z,µg/m³,62,8,14,8,Hull,6,,,,,
Hull Freetown - UKA00450,2023-06-20T23:15:00Z,µg/m³,71,8,15,9,Hull,6,,,,,
Hull Freetown - UKA00450,2023-06-20T23:16:00Z,µg/m³,73,9,16,9,Hull,6,,,,,
Hull Freetown - UKA00450,2023-06-20T23:17:00Z,µg/m³,75,9,16,10,Hull,15,,,,,
Hull Freetown - UKA00450,2023-06-20T23:18:00Z,µg/m³,91,10,17,10,Hull,18,,,,,
Hull Freetown - UKA00450,2023-06-20T23:19:00Z,µg/m³,63,10,17,11,Hull,7,,,,,
Hull Freetown - UKA00450,2023-06-20T23:21:00Z,µg/m³,51,9,18,11,Hull,3,,,,,
Hull Freetown - UKA00450,2023-06-20T23:22:00Z,µg/m³,37,10,18,11,Hull,2,,,,,
Hull Freetown - UKA00450,2023-06-20T23:23:00Z,µg/m³,26,12,18,12,Hull,4,,,,,
Hull Freetown - UKA00450,2023-07-20T23:00:00Z,µg/m³,19,15,18,12,Hull,3,,,,,
Hull Freetown - UKA00450,2023-07-20T23:01:00Z,µg/m³,24,18,19,12,Hull,2,,,,,
Hull Freetown - UKA00450,2023-07-20T23:02:00Z,µg/m³,12,21,19,12,Hull,2,,,,,
Hull Freetown - UKA00450,2023-07-20T23:03:00Z,µg/m³,14,25,19,12,Hull,2,,,,,
Hull Freetown - UKA00450,2023-07-20T23:04:00Z,µg/m³,16,29,19,12,Hull,2,,,,,
Hull Freetown - UKA00450,2023-07-20T23:05:00Z,µg/m³,13,32,19,12,Hull,2,,,,,
Hull Freetown - UKA00450,2023-07-20T23:06:00Z,µg/m³,20,34,19,12,Hull,2,,,,,
Hull Freetown - UKA00450,2023-07-20T23:07:00Z,µg/m³,20,35,19,13,Hull,2,,,,,
Hull Freetown - UKA00450,2023-07-20T23:08:00Z,µg/m³,22,36,19,13,Hull,2,,,,,
Hull Freetown - UKA00450,2023-07-20T23:09:00Z,µg/m³,30,36,19,13,Hull,2,,,,,
Hull Freetown - UKA00450,2023-07-20T23:10:00Z,µg/m³,27,35,19,12,Hull,2,,,,,
Hull Freetown - UKA00450,2023-07-20T23:11:00Z,µg/m³,23,34,19,12,Hull,2,,,,,
Hull Freetown - UKA00450,2023-07-20T23:12:00Z,µg/m³,26,34,18,12,Hull,2,,,,,
Hull Freetown - UKA00450,2023-07-20T23:13:00Z,µg/m³,27,33,18,12,Hull,2,,,,,
Hull Freetown - UKA00450,2023-07-20T23:14:00Z,µg/m³,26,32,17,12,Hull,2,,,,,
Hull Freetown - UKA00450,2023-07-20T23:15:00Z,µg/m³,22,32,17,12,Hull,2,,,,,
Hull Freetown - UKA00450,2023-07-20T23:16:00Z,µg/m³,24,31,17,12,Hull,2,,,,,
Hull Freetown - UKA00450,2023-07-20T23:17:00Z,µg/m³,28,31,16,11,Hull,2,,,,,
Hull Freetown - UKA00450,2023-07-20T23:18:00Z,µg/m³,24,31,15,11,Hull,2,,,,,
Hull Freetown - UKA00450,2023-07-20T23:19:00Z,µg/m³,21,32,15,10,Hull,2,,,,,
Hull Freetown - UKA00450,2023-07-20T23:20:00Z,µg/m³,32,31,14,10,Hull,2,,,,,
Hull Freetown - UKA00450,2023-07-20T23:21:00Z,µg/m³,25,31,14,10,Hull,2,,,,,
Hull Freetown - UKA00450,2023-07-20T23:22:00Z,µg/m³,15,32,14,9,Hull,2,,,,,
Hull Freetown - UKA00450,2023-07-20T23:23:00Z,µg/m³,12,33,13,9,Hull,2,,,,,
Hull Freetown - UKA00450,2023-08-20T23:00:00Z,µg/m³,9,35,13,9,Hull,2,,,,,
Hull Freetown - UKA00450,2023-08-20T23:01:00Z,µg/m³,8,37,13,9,Hull,2,,,,,
Hull Freetown - UKA00450,2023-08-20T23:02:00Z,µg/m³,8,38,13,9,Hull,2,,,,,
Hull Freetown - UKA00450,2023-08-20T23:03:00Z,µg/m³,9,38,13,9,Hull,2,,,,,
Hull Freetown - UKA00450,2023-08-20T23:04:00Z,µg/m³,10,40,13,9,Hull,2,,,,,
Hull Freetown - UKA00450,2023-08-20T23:05:00Z,µg/m³,11,41,14,10,Hull,2,,,,,
Hull Freetown - UKA00450,2023-08-20T23:06:00Z,µg/m³,23,40,14,10,Hull,2,,,,,
Hull Freetown - UKA00450,2023-08-20T23:07:00Z,µg/m³,20,40,14,10,Hull,2,,,,,
Hull Freetown - UKA00450,2023-08-20T23:08:00Z,µg/m³,33,39,15,11,Hull,2,,,,,
Hull Freetown - UKA00450,2023-08-20T23:09:00Z,µg/m³,35,37,15,11,Hull,2,,,,,
Hull Freetown - UKA00450,2023-08-20T23:10:00Z,µg/m³,31,36,15,11,Hull,2,,,,,
Hull Freetown - UKA00450,2023-08-20T23:11:00Z,µg/m³,35,34,16,11,Hull,2,,,,,
Hull Freetown - UKA00450,2023-08-20T23:12:00Z,µg/m³,33,33,15,11,Hull,2,,,,,
Hull Freetown - UKA00450,2023-08-20T23:13:00Z,µg/m³,36,32,16,11,Hull,2,,,,,
Hull Freetown - UKA00450,2023-08-20T23:14:00Z,µg/m³,37,31,16,11,Hull,2,,,,,
Hull Freetown - UKA00450,2023-08-20T23:15:00Z,µg/m³,42,29,16,11,Hull,2,,,,,
Hull Freetown - UKA00450,2023-08-20T23:16:00Z,µg/m³,35,29,16,11,Hull,2,,,,,
Hull Freetown - UKA00450,2023-08-20T23:17:00Z,µg/m³,32,29,16,11,Hull,2,,,,,
Hull Freetown - UKA00450,2023-08-20T23:18:00Z,µg/m³,25,30,16,11,Hull,2,,,,,
Hull Freetown - UKA00450,2023-08-20T23:19:00Z,µg/m³,33,31,16,11,Hull,2,,,,,
Hull Freetown - UKA00450,2023-08-20T23:20:00Z,µg/m³,37,31,16,11,Hull,2,,,,,
Hull Freetown - UKA00450,2023-08-20T23:21:00Z,µg/m³,37,32,16,11,Hull,2,,,,,
Hull Freetown - UKA00450,2023-08-20T23:22:00Z,µg/m³,21,34,17,11,Hull,2,,,,,
Hull Freetown - UKA00450,2023-08-20T23:23:00Z,µg/m³,17,37,17,11,Hull,2,,,,,
Hull Freetown - UKA00450,2023-09-20T23:00:00Z,µg/m³,19,40,18,11,Hull,2,,,,,
Hull Freetown - UKA00450,2023-09-20T23:01:00Z,µg/m³,12,43,18,11,Hull,2,,,,,
Hull Freetown - UKA00450,2023-09-20T23:02:00Z,µg/m³,13,45,18,11,Hull,2,,,,,
Hull Freetown - UKA00450,2023-09-20T23:03:00Z,µg/m³,6,48,18,11,Hull,2,,,,,
Hull Freetown - UKA00450,2023-09-20T23:05:00Z,µg/m³,5,54,17,11,Hull,1,,,,,
Hull Freetown - UKA00450,2023-09-20T23:06:00Z,µg/m³,5,55,17,10,Hull,2,,,,,
Hull Freetown - UKA00450,2023-09-20T23:07:00Z,µg/m³,6,57,16,10,Hull,2,,,,,
Hull Freetown - UKA00450,2023-09-20T23:08:00Z,µg/m³,7,58,16,9,Hull,2,,,,,
Hull Freetown - UKA00450,2023-09-20T23:09:00Z,µg/m³,10,59,15,9,Hull,2,,,,,
Hull Freetown - UKA00450,2023-09-20T23:10:00Z,µg/m³,10,61,14,8,Hull,2,,,,,
Hull Freetown - UKA00450,2023-09-20T23:11:00Z,µg/m³,14,62,14,8,Hull,3,,,,,
Hull Freetown - UKA00450,2023-09-20T23:12:00Z,µg/m³,15,62,13,7,Hull,2,,,,,
Hull Freetown - UKA00450,2023-09-20T23:13:00Z,µg/m³,19,62,12,7,Hull,2,,,,,
Hull Freetown - UKA00450,2023-09-20T23:14:00Z,µg/m³,37,59,11,7,Hull,2,,,,,
Hull Freetown - UKA00450,2023-09-20T23:15:00Z,µg/m³,26,57,11,6,Hull,2,,,,,
Hull Freetown - UKA00450,2023-09-20T23:16:00Z,µg/m³,19,56,10,6,Hull,2,,,,,
Hull Freetown - UKA00450,2023-09-20T23:17:00Z,µg/m³,12,56,10,6,Hull,2,,,,,
Hull Freetown - UKA00450,2023-09-20T23:18:00Z,µg/m³,11,57,9,6,Hull,2,,,,,
Hull Freetown - UKA00450,2023-09-20T23:19:00Z,µg/m³,14,58,9,5,Hull,2,,,,,
Hull Freetown - UKA00450,2023-09-20T23:20:00Z,µg/m³,10,60,9,5,Hull,2,,,,,
Hull Freetown - UKA00450,2023-09-20T23:21:00Z,µg/m³,8,62,8,5,Hull,2,,,,,
Hull Freetown - UKA00450,2023-09-20T23:22:00Z,µg/m³,7,68,8,5,Hull,2,,,,,
Hull Freetown - UKA00450,2023-09-20T23:23:00Z,µg/m³,6,72,7,4,Hull,2,,,,,
Hull Freetown - UKA00450,2023-10-20T23:00:00Z,µg/m³,6,75,7,4,Hull,2,,,,,
Hull Freetown - UKA00450,2023-10-20T23:01:00Z,µg/m³,5,76,7,4,Hull,2,,,,,
Hull Freetown - UKA00450,2023-10-20T23:02:00Z,µg/m³,4,76,7,4,Hull,2,,,,,
Hull Freetown - UKA00450,2023-10-20T23:03:00Z,µg/m³,4,77,7,4,Hull,2,,,,,
Hull Freetown - UKA00450,2023-10-20T23:04:00Z,µg/m³,4,78,7,4,Hull,2,,,,,
Hull Freetown - UKA00450,2023-10-20T23:05:00Z,µg/m³,6,78,7,4,Hull,1,,,,,
Hull Freetown - UKA00450,2023-10-20T23:06:00Z,µg/m³,6,78,8,4,Hull,1,,,,,
Hull Freetown - UKA00450,2023-10-20T23:07:00Z,µg/m³,9,77,8,5,Hull,1,,,,,
Hull Freetown - UKA00450,2023-10-20T23:08:00Z,µg/m³,11,75,9,5,Hull,2,,,,,
Hull Freetown - UKA00450,2023-10-20T23:09:00Z,µg/m³,22,72,9,5,Hull,2,,,,,
Hull Freetown - UKA00450,2023-10-20T23:10:00Z,µg/m³,28,68,10,5,Hull,2,,,,,
Hull Freetown - UKA00450,2023-10-20T23:11:00Z,µg/m³,36,63,11,6,Hull,3,,,,,
Hull Freetown - UKA00450,2023-10-20T23:12:00Z,µg/m³,31,58,12,6,Hull,2,,,,,
Hull Freetown - UKA00450,2023-10-20T23:13:00Z,µg/m³,18,55,12,6,Hull,2,,,,,
