location_name,datetimeLocal,unit,no2,o3,pm10,pm25,city,so2,,,,,
Hull Freetown - UKA00450,2023-10-20T23:14:00Z,µg/m³,15,52,12,6,Hull,2,,,,,
Hull Freetown - UKA00450,2023-10-20T23:15:00Z,µg/m³,13,51,13,6,Hull,2,,,,,
Hull Freetown - UKA00450,2023-10-20T23:16:00Z,µg/m³,12,51,13,7,Hull,2,,,,,
Hull Freetown - UKA00450,2023-10-20T23:17:00Z,µg/m³,17,51,13,7,Hull,2,,,,,
Hull Freetown - UKA00450,2023-10-20T23:18:00Z,µg/m³,21,51,13,7,Hull,2,,,,,
Hull Freetown - UKA00450,2023-10-20T23:19:00Z,µg/m³,24,51,13,7,Hull,2,,,,,
Hull Freetown - UKA00450,2023-10-20T23:20:00Z,µg/m³,20,52,13,7,Hull,2,,,,,
Hull Freetown - UKA00450,2023-10-20T23:21:00Z,µg/m³,21,51,13,7,Hull,2,,,,,
Hull Freetown - UKA00450,2023-10-20T23:22:00Z,µg/m³,19,51,14,8,Hull,2,,,,,
Hull Freetown - UKA00450,2023-10-20T23:23:00Z,µg/m³,11,50,15,8,Hull,2,,,,,
Hull Freetown - UKA00450,2023-11-20T23:00:00Z,µg/m³,8,50,15,8,Hull,2,,,,,
Hull Freetown - UKA00450,2023-11-20T23:01:00Z,µg/m³,5,53,15,8,Hull,2,,,,,
Hull Freetown - UKA00450,2023-11-20T23:02:00Z,µg/m³,7,55,15,8,Hull,2,,,,,
Hull Freetown - UKA00450,2023-11-20T23:03:00Z,µg/m³,5,58,15,8,Hull,2,,,,,
Hull Freetown - UKA00450,2023-11-20T23:04:00Z,µg/m³,4,60,14,8,Hull,2,,,,,
Hull Freetown - UKA00450,2023-11-20T23:05:00Z,µg/m³,5,62,14,8,Hull,2,,,,,
Hull Freetown - UKA00450,2023-11-20T23:07:00Z,µg/m³,7,65,12,7,Hull,2,,,,,
Hull Freetown - UKA00450,2023-11-20T23:08:00Z,µg/m³,20,63,12,7,Hull,1,,,,,
Hull Freetown - UKA00450,2023-11-20T23:09:00Z,µg/m³,38,58,11,6,Hull,2,,,,,
Hull Freetown - UKA00450,2023-11-20T23:10:00Z,µg/m³,42,53,10,6,Hull,2,,,,,
Hull Freetown - UKA00450,2023-11-20T23:11:00Z,µg/m³,19,52,10,6,Hull,2,,,,,
Hull Freetown - UKA00450,2023-11-20T23:12:00Z,µg/m³,11,51,9,6,Hull,2,,,,,
Hull Freetown - UKA00450,2023-11-20T23:13:00Z,µg/m³,14,50,9,5,Hull,2,,,,,
Hull Freetown - UKA00450,2023-11-20T23:14:00Z,µg/m³,14,47,9,5,Hull,2,,,,,
Hull Freetown - UKA00450,2023-11-20T23:15:00Z,µg/m³,19,44,8,5,Hull,1,,,,,
Hull Freetown - UKA00450,2023-11-20T23:16:00Z,µg/m³,43,41,8,5,Hull,2,,,,,
Hull Freetown - UKA00450,2023-11-20T23:17:00Z,µg/m³,68,38,9,5,Hull,3,,,,,
Hull Freetown - UKA00450,2023-11-20T23:18:00Z,µg/m³,67,36,9,5,Hull,3,,,,,
Hull Freetown - UKA00450,2023-11-20T23:19:00Z,µg/m³,66,30,9,6,Hull,4,,,,,
Hull Freetown - UKA00450,2023-11-20T23:20:00Z,µg/m³,66,24,9,6,Hull,5,,,,,
Hull Freetown - UKA00450,2023-11-20T23:21:00Z,µg/m³,66,19,10,6,Hull,7,,,,,
Hull Freetown - UKA00450,2023-11-20T23:22:00Z,µg/m³,53,13,10,7,Hull,5,,,,,
Hull Freetown - UKA00450,2023-11-20T23:23:00Z,µg/m³,45,9,11,7,Hull,2,,,,,
Hull Freetown - UKA00450,2023-12-20T23:00:00Z,µg/m³,46,6,11,8,Hull,2,,,,,
Hull Freetown - UKA00450,2023-12-20T23:04:00Z,µg/m³,17,16,12,9,Hull,1,,,,,
Hull Freetown - UKA00450,2023-12-20T23:05:00Z,µg/m³,11,21,12,9,Hull,1,,,,,
Hull Freetown - UKA00450,2023-12-20T23:06:00Z,µg/m³,9,28,12,9,Hull,1,,,,,
Hull Freetown - UKA00450,2023-12-20T23:07:00Z,µg/m³,24,32,13,9,Hull,1,,,,,
Hull Freetown - UKA00450,2023-12-20T23:08:00Z,µg/m³,16,37,13,9,Hull,2,,,,,
Hull Freetown - UKA00450,2023-12-20T23:09:00Z,µg/m³,21,41,13,9,Hull,2,,,,,
Hull Freetown - UKA00450,2023-12-20T23:10:00Z,µg/m³,30,41,13,10,Hull,2,,,,,
Hull Freetown - UKA00450,2023-12-20T23:11:00Z,µg/m³,40,39,14,10,Hull,2,,,,,
Hull Freetown - UKA00450,2023-12-20T23:12:00Z,µg/m³,49,35,14,10,Hull,3,,,,,
Hull Freetown - UKA00450,2023-12-20T23:13:00Z,µg/m³,51,31,15,11,Hull,3,,,,,
Hull Freetown - UKA00450,2023-12-20T23:14:00Z,µg/m³,46,25,16,11,Hull,3,,,,,
Hull Freetown - UKA00450,2023-12-20T23:15:00Z,µg/m³,53,22,16,12,Hull,3,,,,,
Hull Freetown - UKA00450,2023-12-20T23:16:00Z,µg/m³,51,18,17,12,Hull,3,,,,,
Hull Freetown - UKA00450,2023-12-20T23:17:00Z,µg/m³,45,15,18,13,Hull,2,,,,,
Hull Freetown - UKA00450,2023-12-20T23:18:00Z,µg/m³,56,12,18,13,Hull,4,,,,,
Hull Freetown - UKA00450,2023-12-20T23:19:00Z,µg/m³,54,11,19,14,Hull,3,,,,,
Hull Freetown - UKA00450,2023-12-20T23:20:00Z,µg/m³,38,12,19,14,Hull,2,,,,,
Hull Freetown - UKA00450,2023-12-20T23:21:00Z,µg/m³,27,14,20,14,Hull,2,,,,,
Hull Freetown - UKA00450,2023-12-20T23:22:00Z,µg/m³,24,16,20,15,Hull,2,,,,,
Hull Freetown - UKA00450,2023-12-20T23:23:00Z,µg/m³,18,18,19,14,Hull,2,,,,,
