location_name,datetimeLocal,unit,no2,o3,pm10,pm25,city,so2
Sheffield Devonshire Green - UKA00575,2024-01-21T00:07:00Z,µg/m³,22,45,16,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-01-21T00:08:00Z,µg/m³,29,44,16,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-01-21T00:09:00Z,µg/m³,26,42,16,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-01-21T00:10:00Z,µg/m³,22,42,15,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-01-21T00:11:00Z,µg/m³,16,44,15,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-01-21T00:12:00Z,µg/m³,31,44,14,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-01-21T00:13:00Z,µg/m³,35,43,13,6,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-01-21T00:14:00Z,µg/m³,24,44,13,6,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-01-21T00:15:00Z,µg/m³,23,46,12,6,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-01-21T00:16:00Z,µg/m³,20,49,11,6,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-01-21T00:17:00Z,µg/m³,20,53,11,5,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-01-21T00:18:00Z,µg/m³,20,56,10,5,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-01-21T00:19:00Z,µg/m³,31,55,9,5,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-01-21T00:20:00Z,µg/m³,61,53,9,5,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-01-21T00:21:00Z,µg/m³,80,49,9,5,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-01-21T00:22:00Z,µg/m³,74,43,9,5,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-01-21T00:23:00Z,µg/m³,74,42,9,5,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-02-21T00:00:00Z,µg/m³,62,31,9,6,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-02-21T00:02:00Z,µg/m³,67,14,10,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-02-21T00:03:00Z,µg/m³,67,9,10,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-02-21T00:04:00Z,µg/m³,32,9,11,8,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-02-21T00:05:00Z,µg/m³,32,9,11,8,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-02-21T00:06:00Z,µg/m³,26,14,11,8,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-02-21T00:07:00Z,µg/m³,19,19,11,9,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-02-21T00:08:00Z,µg/m³,17,24,12,9,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-02-21T00:09:00Z,µg/m³,17,30,12,9,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-02-21T00:10:00Z,µg/m³,25,36,12,10,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-02-21T00:11:00Z,µg/m³,24,41,12,10,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-02-21T00:12:00Z,µg/m³,28,45,12,10,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-02-21T00:13:00Z,µg/m³,31,48,13,10,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-02-21T00:14:00Z,µg/m³,44,49,13,10,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-02-21T00:15:00Z,µg/m³,43,49,13,10,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-02-21T00:16:00Z,µg/m³,42,50,13,10,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-02-21T00:17:00Z,µg/m³,26,51,12,10,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-02-21T00:18:00Z,µg/m³,40,51,12,10,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-02-21T00:19:00Z,µg/m³,39,50,12,10,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-02-21T00:20:00Z,µg/m³,33,49,12,10,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-02-21T00:21:00Z,µg/m³,31,47,12,9,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-02-21T00:22:00Z,µg/m³,31,45,12,9,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-02-21T00:23:00Z,µg/m³,31,45,11,9,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-03-21T00:00:00Z,µg/m³,29,43,11,9,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-03-21T00:02:00Z,µg/m³,21,39,10,8,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-03-21T00:03:00Z,µg/m³,21,37,10,8,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-03-21T00:04:00Z,µg/m³,15,40,10,8,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-03-21T00:05:00Z,µg/m³,15,41,9,8,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-03-21T00:06:00Z,µg/m³,3,48,9,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-03-21T00:07:00Z,µg/m³,1,52,9,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-03-21T00:08:00Z,µg/m³,4,55,8,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-03-21T00:09:00Z,µg/m³,10,57,8,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-03-21T00:10:00Z,µg/m³,15,57,8,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-03-21T00:11:00Z,µg/m³,30,56,8,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-03-21T00:12:00Z,µg/m³,25,57,8,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-03-21T00:13:00Z,µg/m³,9,57,8,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-03-21T00:14:00Z,µg/m³,4,59,8,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-03-21T00:15:00Z,µg/m³,15,58,9,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-03-21T00:16:00Z,µg/m³,23,57,9,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-03-21T00:17:00Z,µg/m³,18,57,9,8,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-03-21T00:18:00Z,µg/m³,23,57,10,8,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-03-21T00:19:00Z,µg/m³,36,56,11,8,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-03-21T00:20:00Z,µg/m³,44,52,11,9,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-03-21T00:21:00Z,µg/m³,57,44,12,10,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-03-21T00:22:00Z,µg/m³,55,35,13,10,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-03-21T00:23:00Z,µg/m³,55,31,13,10,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-04-21T00:00:00Z,µg/m³,43,22,14,11,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-04-21T00:02:00Z,µg/m³,37,9,14,12,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-04-21T00:03:00Z,µg/m³,37,6,15,12,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-04-21T00:04:00Z,µg/m³,22,4,15,12,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-04-21T00:05:00Z,µg/m³,22,3,15,12,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-04-21T00:06:00Z,µg/m³,24,3,15,12,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-04-21T00:07:00Z,µg/m³,33,3,15,12,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-04-21T00:08:00Z,µg/m³,47,2,15,12,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-04-21T00:09:00Z,µg/m³,71,3,16,13,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-04-21T00:10:00Z,µg/m³,76,3,17,13,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-04-21T00:11:00Z,µg/m³,52,6,17,13,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-04-21T00:12:00Z,µg/m³,32,11,18,14,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-04-21T00:13:00Z,µg/m³,23,18,18,14,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-04-21T00:14:00Z,µg/m³,29,25,18,14,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-04-21T00:15:00Z,µg/m³,29,32,18,13,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-04-21T00:16:00Z,µg/m³,41,37,18,13,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-04-21T00:17:00Z,µg/m³,40,43,18,13,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-04-21T00:18:00Z,µg/m³,31,48,18,13,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-04-21T00:19:00Z,µg/m³,26,51,18,13,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-04-21T00:20:00Z,µg/m³,12,55,17,12,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-04-21T00:21:00Z,µg/m³,10,56,16,11,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-04-21T00:22:00Z,µg/m³,15,57,15,10,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-04-21T00:23:00Z,µg/m³,15,58,15,10,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-05-21T00:00:00Z,µg/m³,12,59,14,9,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-05-21T00:02:00Z,µg/m³,14,63,13,8,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-05-21T00:03:00Z,µg/m³,14,65,13,8,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-05-21T00:04:00Z,µg/m³,15,62,13,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-05-21T00:05:00Z,µg/m³,15,61,13,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-05-21T00:06:00Z,µg/m³,15,59,13,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-05-21T00:07:00Z,µg/m³,28,57,13,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-05-21T00:08:00Z,µg/m³,41,53,13,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-05-21T00:09:00Z,µg/m³,34,48,13,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-05-21T00:11:00Z,µg/m³,23,44,14,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-05-21T00:12:00Z,µg/m³,30,44,13,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-05-21T00:13:00Z,µg/m³,35,43,14,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-05-21T00:14:00Z,µg/m³,27,43,14,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-05-21T00:15:00Z,µg/m³,27,45,14,7,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-05-21T00:17:00Z,µg/m³,31,51,15,8,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-05-21T00:18:00Z,µg/m³,39,52,16,8,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-05-21T00:19:00Z,µg/m³,48,50,16,8,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-05-21T00:20:00Z,µg/m³,68,46,16,9,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-05-21T00:21:00Z,µg/m³,71,41,17,9,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-05-21T00:22:00Z,µg/m³,62,35,18,10,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-05-21T00:23:00Z,µg/m³,62,32,18,10,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-06-21T00:00:00Z,µg/m³,57,22,19,11,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-06-21T00:02:00Z,µg/m³,46,10,20,12,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-06-21T00:03:00Z,µg/m³,46,6,21,12,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-06-21T00:04:00Z,µg/m³,26,4,21,13,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-06-21T00:05:00Z,µg/m³,26,4,21,13,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-06-21T00:06:00Z,µg/m³,30,3,21,13,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-06-21T00:07:00Z,µg/m³,37,3,21,14,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-06-21T00:08:00Z,µg/m³,47,3,21,14,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-06-21T00:09:00Z,µg/m³,47,4,22,15,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-06-21T00:10:00Z,µg/m³,43,7,23,15,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-06-21T00:11:00Z,µg/m³,35,11,23,16,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-06-21T00:12:00Z,µg/m³,35,14,24,17,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-06-21T00:13:00Z,µg/m³,35,19,24,18,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-06-21T00:14:00Z,µg/m³,24,23,25,18,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-06-21T00:15:00Z,µg/m³,16,29,25,19,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-06-21T00:16:00Z,µg/m³,18,34,26,19,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-06-21T00:17:00Z,µg/m³,27,37,26,20,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-06-21T00:18:00Z,µg/m³,38,36,27,20,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-06-21T00:19:00Z,µg/m³,53,33,27,21,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-06-21T00:20:00Z,µg/m³,44,31,28,21,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-06-21T00:21:00Z,µg/m³,43,27,29,22,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-06-21T00:22:00Z,µg/m³,52,23,29,23,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-06-21T00:23:00Z,µg/m³,52,19,29,23,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-07-21T00:00:00Z,µg/m³,44,12,31,24,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-07-21T00:02:00Z,µg/m³,33,7,32,25,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-07-21T00:03:00Z,µg/m³,33,6,33,25,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-07-21T00:04:00Z,µg/m³,11,9,33,26,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-07-21T00:05:00Z,µg/m³,11,9,34,27,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-07-21T00:06:00Z,µg/m³,9,17,34,27,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-07-21T00:07:00Z,µg/m³,10,22,35,28,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-07-21T00:08:00Z,µg/m³,15,26,35,28,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-07-21T00:09:00Z,µg/m³,17,31,34,27,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-07-21T00:10:00Z,µg/m³,22,36,33,27,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-07-21T00:11:00Z,µg/m³,24,39,33,27,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-07-21T00:12:00Z,µg/m³,25,39,32,26,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-07-21T00:13:00Z,µg/m³,22,39,32,27,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-07-21T00:14:00Z,µg/m³,13,39,32,27,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-07-21T00:15:00Z,µg/m³,15,40,33,27,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-07-21T00:16:00Z,µg/m³,15,40,33,27,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-07-21T00:17:00Z,µg/m³,15,40,33,28,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-07-21T00:18:00Z,µg/m³,17,40,33,28,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-07-21T00:19:00Z,µg/m³,14,41,33,28,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-07-21T00:20:00Z,µg/m³,13,43,33,27,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-07-21T00:21:00Z,µg/m³,7,45,32,27,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-07-21T00:22:00Z,µg/m³,5,47,32,26,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-07-21T00:23:00Z,µg/m³,5,47,31,26,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-08-21T00:00:00Z,µg/m³,1,53,30,25,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-08-21T00:02:00Z,µg/m³,2,57,29,24,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-08-21T00:04:00Z,µg/m³,2,57,29,23,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-08-21T00:05:00Z,µg/m³,2,57,29,23,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-08-21T00:07:00Z,µg/m³,11,51,30,23,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-08-21T00:09:00Z,µg/m³,13,44,31,24,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-08-21T00:12:00Z,µg/m³,6,46,33,24,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-08-21T00:13:00Z,µg/m³,6,47,33,24,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-08-21T00:14:00Z,µg/m³,7,50,33,24,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-08-21T00:15:00Z,µg/m³,6,52,33,24,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-08-21T00:17:00Z,µg/m³,7,59,33,24,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-08-21T00:19:00Z,µg/m³,21,60,34,24,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-08-21T00:22:00Z,µg/m³,15,60,37,26,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-08-21T00:23:00Z,µg/m³,15,60,38,26,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-09-21T00:00:00Z,µg/m³,11,57,39,28,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-09-21T00:02:00Z,µg/m³,17,53,41,29,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-09-21T00:03:00Z,µg/m³,17,53,42,29,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-09-21T00:04:00Z,µg/m³,8,51,43,30,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-09-21T00:06:00Z,µg/m³,10,50,44,31,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-09-21T00:07:00Z,µg/m³,9,50,45,32,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-09-21T00:08:00Z,µg/m³,13,48,46,32,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-09-21T00:09:00Z,µg/m³,22,46,46,33,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-09-21T00:11:00Z,µg/m³,15,42,48,34,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-09-21T00:14:00Z,µg/m³,15,40,48,35,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-09-21T00:16:00Z,µg/m³,21,42,49,35,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-09-21T00:20:00Z,µg/m³,24,46,51,37,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-09-21T00:21:00Z,µg/m³,27,44,51,37,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-09-21T00:22:00Z,µg/m³,21,42,52,38,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-09-21T00:23:00Z,µg/m³,21,41,52,38,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-10-21T00:00:00Z,µg/m³,12,40,52,39,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-10-21T00:02:00Z,µg/m³,12,39,52,39,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-10-21T00:05:00Z,µg/m³,13,39,52,39,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-10-21T00:06:00Z,µg/m³,11,39,50,38,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-10-21T00:08:00Z,µg/m³,6,41,48,37,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-10-21T00:09:00Z,µg/m³,8,41,47,36,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-10-21T00:15:00Z,µg/m³,26,37,44,35,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-10-21T00:16:00Z,µg/m³,20,36,44,34,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-10-21T00:18:00Z,µg/m³,22,36,43,34,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-10-21T00:19:00Z,µg/m³,21,37,44,35,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-10-21T00:20:00Z,µg/m³,25,37,43,35,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-10-21T00:21:00Z,µg/m³,12,39,43,34,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-10-21T00:23:00Z,µg/m³,13,43,41,33,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-11-21T00:02:00Z,µg/m³,2,50,40,32,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-11-21T00:03:00Z,µg/m³,2,51,40,32,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-11-21T00:04:00Z,µg/m³,1,54,39,32,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-11-21T00:05:00Z,µg/m³,1,55,39,32,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-11-21T00:08:00Z,µg/m³,16,54,40,32,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-11-21T00:09:00Z,µg/m³,24,52,40,32,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-11-21T00:10:00Z,µg/m³,26,49,40,32,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-11-21T00:11:00Z,µg/m³,28,47,40,32,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-11-21T00:12:00Z,µg/m³,29,44,39,32,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-11-21T00:13:00Z,µg/m³,23,42,39,31,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-11-21T00:14:00Z,µg/m³,21,40,39,31,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-11-21T00:16:00Z,µg/m³,30,37,38,30,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-11-21T00:17:00Z,µg/m³,27,36,37,30,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-11-21T00:18:00Z,µg/m³,25,37,36,29,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-11-21T00:19:00Z,µg/m³,22,37,35,28,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-11-21T00:20:00Z,µg/m³,37,35,34,27,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-11-21T00:21:00Z,µg/m³,34,33,33,26,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-11-21T00:22:00Z,µg/m³,35,31,33,26,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-11-21T00:23:00Z,µg/m³,35,30,32,25,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-12-21T00:00:00Z,µg/m³,27,27,31,25,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-12-21T00:02:00Z,µg/m³,17,24,30,24,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-12-21T00:03:00Z,µg/m³,17,22,30,24,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-12-21T00:04:00Z,µg/m³,21,22,30,24,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-12-21T00:05:00Z,µg/m³,21,22,30,24,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-12-21T00:06:00Z,µg/m³,25,21,29,24,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-12-21T00:07:00Z,µg/m³,28,21,29,24,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-12-21T00:08:00Z,µg/m³,24,22,28,23,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-12-21T00:09:00Z,µg/m³,32,23,27,22,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-12-21T00:10:00Z,µg/m³,37,23,26,22,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-12-21T00:11:00Z,µg/m³,27,23,25,21,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-12-21T00:12:00Z,µg/m³,31,25,24,20,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-12-21T00:13:00Z,µg/m³,19,28,23,19,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-12-21T00:14:00Z,µg/m³,20,33,22,18,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-12-21T00:15:00Z,µg/m³,11,39,22,18,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-12-21T00:16:00Z,µg/m³,12,42,21,17,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-12-21T00:17:00Z,µg/m³,13,45,20,16,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-12-21T00:18:00Z,µg/m³,15,48,19,15,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-12-21T00:19:00Z,µg/m³,17,49,18,14,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-12-21T00:20:00Z,µg/m³,16,52,16,13,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-12-21T00:21:00Z,µg/m³,11,53,15,12,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-12-21T00:22:00Z,µg/m³,9,54,14,11,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-12-21T00:23:00Z,µg/m³,9,52,14,11,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-01-21T00:00:00Z,µg/m³,17,34,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-01-21T00:02:00Z,µg/m³,18,32,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-01-21T00:05:00Z,µg/m³,15,37,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-01-21T00:06:00Z,µg/m³,7,48,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-01-21T00:07:00Z,µg/m³,8,47,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-01-21T00:09:00Z,µg/m³,9,47,NA,NA,Sheffield,NA
Sheffield Devonshire Green - UKA00575,2024-01-21T00:13:00Z,µg/m³,9,56,NA,NA,Sheffield,NA
