location_name,datetimeLocal,unit,no2,o3,pm10,pm25,so2
Hull Freetown - UKA00450,2023-10-20T23:13:00Z,µg/m³,23,51,12,6,3
Hull Freetown - UKA00450,2023-10-20T23:14:00Z,µg/m³,26,52,11,6,4
Hull Freetown - UKA00450,2023-10-20T23:15:00Z,µg/m³,28,51,11,6,3
Hull Freetown - UKA00450,2023-10-20T23:16:00Z,µg/m³,24,50,11,6,3
Hull Freetown - UKA00450,2023-10-20T23:17:00Z,µg/m³,28,49,10,6,3
Hull Freetown - UKA00450,2023-10-20T23:18:00Z,µg/m³,20,48,10,6,3
Hull Freetown - UKA00450,2023-10-20T23:19:00Z,µg/m³,14,46,10,5,3
Hull Freetown - UKA00450,2023-10-20T23:20:00Z,µg/m³,11,45,10,5,3
Hull Freetown - UKA00450,2023-10-20T23:21:00Z,µg/m³,11,45,9,5,3
Hull Freetown - UKA00450,2023-10-20T23:22:00Z,µg/m³,9,48,9,5,3
Hull Freetown - UKA00450,2023-10-20T23:23:00Z,µg/m³,8,52,9,5,3
Hull Freetown - UKA00450,2023-11-20T23:00:00Z,µg/m³,8,57,9,5,3
Hull Freetown - UKA00450,2023-11-20T23:01:00Z,µg/m³,5,62,8,5,3
Hull Freetown - UKA00450,2023-11-20T23:02:00Z,µg/m³,6,66,8,4,3
Hull Freetown - UKA00450,2023-11-20T23:03:00Z,µg/m³,6,70,8,4,3
Hull Freetown - UKA00450,2023-11-20T23:04:00Z,µg/m³,6,73,8,4,2
Hull Freetown - UKA00450,2023-11-20T23:05:00Z,µg/m³,9,74,7,4,3
Hull Freetown - UKA00450,2023-11-20T23:06:00Z,µg/m³,20,71,8,4,3
Hull Freetown - UKA00450,2023-11-20T23:07:00Z,µg/m³,20,68,8,4,3
Hull Freetown - UKA00450,2023-11-20T23:08:00Z,µg/m³,28,65,8,4,2
Hull Freetown - UKA00450,2023-11-20T23:09:00Z,µg/m³,27,61,8,4,2
Hull Freetown - UKA00450,2023-11-20T23:10:00Z,µg/m³,25,58,8,4,3
Hull Freetown - UKA00450,2023-11-20T23:11:00Z,µg/m³,33,54,8,4,4
Hull Freetown - UKA00450,2023-11-20T23:12:00Z,µg/m³,24,52,9,5,4
Hull Freetown - UKA00450,2023-11-20T23:13:00Z,µg/m³,19,51,9,5,5
Hull Freetown - UKA00450,2023-11-20T23:14:00Z,µg/m³,23,51,10,5,4
Hull Freetown - UKA00450,2023-11-20T23:15:00Z,µg/m³,19,52,10,5,4
Hull Freetown - UKA00450,2023-11-20T23:16:00Z,µg/m³,25,53,10,5,4
Hull Freetown - UKA00450,2023-11-20T23:17:00Z,µg/m³,25,55,10,5,3
Hull Freetown - UKA00450,2023-11-20T23:18:00Z,µg/m³,22,57,10,5,3
Hull Freetown - UKA00450,2023-01-20T23:00:00Z,µg/m³,9,61,14,7,2
Hull Freetown - UKA00450,2023-01-20T23:02:00Z,µg/m³,8,65,14,7,2
Hull Freetown - UKA00450,2023-01-20T23:03:00Z,µg/m³,7,66,14,7,2
Hull Freetown - UKA00450,2023-01-20T23:04:00Z,µg/m³,6,69,14,7,2
Hull Freetown - UKA00450,2023-01-20T23:05:00Z,µg/m³,7,71,14,7,2
Hull Freetown - UKA00450,2023-01-20T23:06:00Z,µg/m³,10,72,14,7,2
Hull Freetown - UKA00450,2023-01-20T23:07:00Z,µg/m³,14,72,14,7,1
Hull Freetown - UKA00450,2023-01-20T23:08:00Z,µg/m³,15,71,14,7,1
Hull Freetown - UKA00450,2023-01-20T23:09:00Z,µg/m³,17,70,14,7,1
Hull Freetown - UKA00450,2023-01-20T23:10:00Z,µg/m³,14,69,14,7,1
Hull Freetown - UKA00450,2023-01-20T23:11:00Z,µg/m³,11,69,14,7,2
Hull Freetown - UKA00450,2023-01-20T23:12:00Z,µg/m³,10,68,13,7,2
Hull Freetown - UKA00450,2023-01-20T23:13:00Z,µg/m³,11,68,13,7,2
Hull Freetown - UKA00450,2023-01-20T23:14:00Z,µg/m³,11,69,13,7,0
Hull Freetown - UKA00450,2023-01-20T23:15:00Z,µg/m³,11,69,12,7,0
Hull Freetown - UKA00450,2023-01-20T23:16:00Z,µg/m³,13,69,12,6,1
Hull Freetown - UKA00450,2023-01-20T23:17:00Z,µg/m³,21,68,12,6,0
Hull Freetown - UKA00450,2023-01-20T23:18:00Z,µg/m³,20,67,11,6,0
Hull Freetown - UKA00450,2023-01-20T23:19:00Z,µg/m³,19,66,11,6,1
Hull Freetown - UKA00450,2023-01-20T23:20:00Z,µg/m³,15,64,10,6,1
Hull Freetown - UKA00450,2023-01-20T23:21:00Z,µg/m³,16,63,10,6,0
Hull Freetown - UKA00450,2023-01-20T23:22:00Z,µg/m³,20,61,10,5,1
Hull Freetown - UKA00450,2023-01-20T23:23:00Z,µg/m³,19,59,10,5,2
Hull Freetown - UKA00450,2023-02-20T23:00:00Z,µg/m³,14,58,10,5,2
Hull Freetown - UKA00450,2023-01-20T23:22:00Z,µg/m³,11,46,12,7,1
Hull Freetown - UKA00450,2023-01-20T23:23:00Z,µg/m³,9,45,12,7,1
Hull Freetown - UKA00450,2023-02-20T23:00:00Z,µg/m³,10,46,12,7,3
Hull Freetown - UKA00450,2023-02-20T23:01:00Z,µg/m³,11,47,11,6,2
Hull Freetown - UKA00450,2023-02-20T23:02:00Z,µg/m³,3,51,11,6,2
Hull Freetown - UKA00450,2023-02-20T23:03:00Z,µg/m³,8,54,11,5,1
Hull Freetown - UKA00450,2023-02-20T23:04:00Z,µg/m³,12,56,11,5,1
Hull Freetown - UKA00450,2023-02-20T23:05:00Z,µg/m³,3,59,10,5,1
Hull Freetown - UKA00450,2023-02-20T23:06:00Z,µg/m³,7,59,10,5,1
Hull Freetown - UKA00450,2023-02-20T23:07:00Z,µg/m³,14,60,11,5,2
Hull Freetown - UKA00450,2023-02-20T23:08:00Z,µg/m³,26,58,11,5,2
Hull Freetown - UKA00450,2023-02-20T23:09:00Z,µg/m³,20,59,12,5,2
Hull Freetown - UKA00450,2023-02-20T23:10:00Z,µg/m³,19,58,12,5,2
Hull Freetown - UKA00450,2023-02-20T23:11:00Z,µg/m³,14,59,12,5,2
Hull Freetown - UKA00450,2023-02-20T23:12:00Z,µg/m³,13,59,12,5,2
Hull Freetown - UKA00450,2023-02-20T23:13:00Z,µg/m³,11,59,12,5,2
Hull Freetown - UKA00450,2023-02-20T23:14:00Z,µg/m³,8,60,12,5,2
Hull Freetown - UKA00450,2023-02-20T23:15:00Z,µg/m³,7,61,12,6,2
Hull Freetown - UKA00450,2023-02-20T23:16:00Z,µg/m³,7,65,12,6,1
Hull Freetown - UKA00450,2023-02-20T23:17:00Z,µg/m³,11,66,12,6,1
Hull Freetown - UKA00450,2023-02-20T23:18:00Z,µg/m³,13,65,13,6,1
Hull Freetown - UKA00450,2023-02-20T23:19:00Z,µg/m³,8,64,12,6,1
Hull Freetown - UKA00450,2023-02-20T23:20:00Z,µg/m³,7,62,12,6,1
Hull Freetown - UKA00450,2023-02-20T23:21:00Z,µg/m³,6,61,12,6,1
Hull Freetown - UKA00450,2023-02-20T23:22:00Z,µg/m³,5,60,12,6,1
Hull Freetown - UKA00450,2023-02-20T23:23:00Z,µg/m³,8,59,11,6,1
Hull Freetown - UKA00450,2023-03-20T23:00:00Z,µg/m³,10,56,11,5,1
